#=====================================================
# File created:        Sat-09-Mar-2024-at-11-44-42PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.300
# Run time (s):        9.301093
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -379.8433  0.2838 
   00001    0.6875    -549.5073  0.2931 
   00002    0.6800    -702.1817  0.3219 
   00003    0.6225    -794.7663  0.3309 
   00004    0.5975    -869.6417  0.3455 
   00005    0.5600    -932.6080  0.3578 
   00006    0.5650    -990.3261  0.3669 
   00007    0.5550   -1027.6361  0.3838 
   00008    0.5375   -1070.3459  0.3806 
   00009    0.5250   -1098.5652  0.3996 
   00010    0.5300   -1139.5595  0.3991 
   00011    0.5200   -1161.2533  0.4097 
   00012    0.5150   -1189.9157  0.4066 
   00013    0.5400   -1210.4537  0.3929 
   00014    0.5150   -1241.4271  0.3967 
   00015    0.5125   -1258.3479  0.4077 
   00016    0.5050   -1274.9007  0.4010 
   00017    0.5275   -1302.8204  0.3996 
   00018    0.4825   -1316.0417  0.4192 
   00019    0.4800   -1316.8680  0.4044 
   00020    0.4825   -1326.2973  0.4076 
   00021    0.4825   -1336.6232  0.4060 
   00022    0.4900   -1343.6256  0.4094 
   00023    0.4575   -1337.2562  0.4155 
   00024    0.5300   -1348.1512  0.4327 
   00025    0.4350   -1359.9870  0.4432 
   00026    0.4825   -1370.3671  0.4561 
   00027    0.4525   -1370.2797  0.4578 
   00028    0.4175   -1365.2320  0.4589 
   00029    0.4200   -1365.9592  0.4612 
   00030    0.4375   -1379.4399  0.4628 
   00031    0.4375   -1382.4551  0.4678 
   00032    0.4475   -1381.9614  0.4804 
   00033    0.4725   -1383.3371  0.4891 
   00034    0.4450   -1390.8297  0.4903 
   00035    0.4975   -1388.3393  0.4945 
   00036    0.4700   -1387.3508  0.4921 
   00037    0.4575   -1388.4617  0.4922 
   00038    0.4925   -1378.0942  0.4999 
   00039    0.4125   -1393.3196  0.5104 
   00040    0.4500   -1399.6202  0.5149 
   00041    0.4125   -1396.1294  0.5081 
   00042    0.4300   -1396.6892  0.5092 
   00043    0.4800   -1395.7424  0.5117 
   00044    0.5050   -1398.4212  0.5134 
   00045    0.4425   -1407.5760  0.5134 
   00046    0.4650   -1389.6781  0.5161 
   00047    0.4425   -1404.2661  0.5165 
   00048    0.4150   -1410.1003  0.5287 
   00049    0.4775   -1420.9802  0.5388 
   00050    0.4200   -1418.4166  0.5424 
   00051    0.4825   -1412.3505  0.5327 
   00052    0.4475   -1416.1955  0.5444 
   00053    0.4675   -1415.3672  0.5507 
   00054    0.4550   -1418.1574  0.5612 
   00055    0.4700   -1403.5070  0.5627 
   00056    0.4350   -1414.3959  0.5597 
   00057    0.4725   -1421.2360  0.5766 
   00058    0.4275   -1432.3821  0.5794 
   00059    0.4325   -1431.9149  0.5826 
   00060    0.4225   -1416.2197  0.5745 
   00061    0.4250   -1411.9536  0.5656 
