#=====================================================
# File created:        Fri-08-Mar-2024-at-06-23-44PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.500
# Run time (s):        1.198515
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -95.7017  0.2797 
   00001    0.8000    -152.2299  0.2940 
   00002    0.7100    -157.0952  0.4047 
   00003    0.7500    -152.6256  0.4428 
   00004    0.7100    -185.4405  0.4214 
   00005    0.6000    -172.7079  0.3886 
   00006    0.7000    -168.6349  0.3959 
   00007    0.7700    -143.8223  0.4183 
   00008    0.7400    -164.0793  0.3552 
   00009    0.7100    -171.2170  0.3494 
   00010    0.6800    -162.3557  0.3117 
   00011    0.6900    -174.5343  0.2960 
   00012    0.5900    -157.3767  0.3589 
   00013    0.7100    -181.6797  0.3807 
   00014    0.6600    -212.1027  0.4513 
   00015    0.5600    -190.4573  0.3687 
   00016    0.7300    -176.5404  0.3199 
   00017    0.5500    -188.8128  0.3491 
   00018    0.6400    -166.0357  0.2892 
   00019    0.6900    -142.7859  0.2875 
   00020    0.6400    -140.2034  0.3744 
   00021    0.6700    -179.5547  0.3456 
   00022    0.6800    -190.6897  0.2995 
   00023    0.6000    -187.6049  0.4357 
   00024    0.6300    -173.7882  0.4089 
   00025    0.5800    -168.7660  0.3690 
   00026    0.6400    -175.9595  0.3614 
   00027    0.6500    -169.2769  0.4614 
   00028    0.6600    -172.5725  0.4251 
   00029    0.7600    -174.3842  0.3970 
   00030    0.6700    -183.0467  0.4833 
   00031    0.6300    -174.2762  0.5047 
   00032    0.6800    -179.7862  0.4913 
   00033    0.6500    -164.6258  0.4384 
   00034    0.6800    -173.6788  0.3599 
   00035    0.6200    -187.5368  0.3399 
   00036    0.5600    -191.5153  0.4290 
   00037    0.5300    -163.1356  0.4043 
   00038    0.6600    -165.6919  0.3367 
   00039    0.6700    -151.6618  0.3736 
   00040    0.6600    -159.9135  0.3442 
   00041    0.6700    -184.2364  0.4075 
   00042    0.6200    -170.2368  0.3779 
   00043    0.6700    -178.6304  0.3628 
   00044    0.6100    -188.2465  0.3570 
   00045    0.7300    -188.1942  0.4565 
   00046    0.6300    -178.8897  0.4582 
   00047    0.7100    -187.6265  0.3296 
   00048    0.5700    -174.4969  0.3003 
   00049    0.7300    -178.8744  0.3733 
   00050    0.5900    -151.3499  0.3948 
   00051    0.6900    -178.3445  0.3759 
   00052    0.6600    -187.6701  0.3754 
   00053    0.6100    -165.6421  0.4084 
   00054    0.6900    -159.6392  0.4224 
   00055    0.6800    -142.0216  0.3691 
   00056    0.6600    -170.3200  0.4049 
   00057    0.6800    -187.2969  0.4052 
   00058    0.5900    -198.7911  0.3507 
   00059    0.6700    -182.3449  0.3386 
   00060    0.6400    -186.0969  0.3064 
   00061    0.6600    -177.7910  0.3317 
   00062    0.6600    -196.7247  0.3113 
   00063    0.5700    -181.7564  0.3712 
   00064    0.6100    -191.0914  0.2889 
   00065    0.6100    -189.0730  0.3065 
   00066    0.6800    -180.8752  0.3364 
   00067    0.7300    -180.4466  0.2824 
   00068    0.6600    -180.8136  0.3201 
   00069    0.6500    -176.3169  0.3242 
   00070    0.7100    -179.6517  0.3821 
   00071    0.6800    -152.7101  0.3639 
   00072    0.7200    -142.0107  0.3645 
   00073    0.7000    -156.6412  0.3879 
   00074    0.7300    -149.5831  0.3798 
   00075    0.7200    -159.7436  0.3178 
   00076    0.6100    -188.9052  0.3249 
   00077    0.6200    -188.7619  0.3574 
   00078    0.6500    -180.1499  0.3881 
   00079    0.6500    -183.3034  0.3608 
   00080    0.6300    -179.3920  0.3870 
   00081    0.6900    -179.8035  0.3542 
   00082    0.6200    -174.4596  0.2864 
   00083    0.6100    -168.1342  0.3598 
   00084    0.6800    -166.2075  0.3334 
   00085    0.6400    -190.0078  0.3022 
   00086    0.5200    -202.8958  0.3272 
   00087    0.6500    -201.9594  0.2882 
   00088    0.6300    -198.9915  0.3499 
   00089    0.6800    -183.5288  0.3842 
   00090    0.6500    -185.6567  0.4199 
   00091    0.6200    -174.1576  0.4067 
   00092    0.6800    -164.6067  0.4106 
   00093    0.7100    -147.3309  0.3181 
   00094    0.7000    -158.4406  0.3643 
   00095    0.6500    -183.6947  0.3625 
   00096    0.6100    -159.7305  0.3205 
   00097    0.7600    -143.7965  0.3304 
   00098    0.6500    -170.3680  0.3046 
   00099    0.7000    -175.8077  0.3016 
   00100    0.7200    -183.4201  0.3117 
