#=====================================================
# File created:        Sat-09-Mar-2024-at-11-47-52PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.300
# Run time (s):        9.468012
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -403.7025  0.2723 
   00001    0.7225    -568.6213  0.2815 
   00002    0.6775    -679.4144  0.3005 
   00003    0.6050    -708.3982  0.3405 
   00004    0.6275    -734.7588  0.2796 
   00005    0.5675    -725.2230  0.2985 
   00006    0.5900    -708.3947  0.2922 
   00007    0.6000    -766.8047  0.2928 
   00008    0.5525    -742.4196  0.3018 
   00009    0.5825    -771.3802  0.2849 
   00010    0.6050    -745.1824  0.2734 
   00011    0.6225    -716.9454  0.2698 
   00012    0.6100    -727.5362  0.2525 
   00013    0.6050    -777.1370  0.2819 
   00014    0.5950    -721.8156  0.2880 
   00015    0.6100    -760.2374  0.3157 
   00016    0.5950    -767.6307  0.3140 
   00017    0.5950    -756.5481  0.3064 
   00018    0.5800    -781.9229  0.3031 
   00019    0.5500    -782.1734  0.3196 
   00020    0.5975    -802.7635  0.3374 
   00021    0.6250    -821.9468  0.3257 
   00022    0.5450    -803.1944  0.2850 
   00023    0.6000    -788.1431  0.3134 
   00024    0.6250    -779.3305  0.3126 
   00025    0.5875    -833.7147  0.2978 
   00026    0.6150    -755.0513  0.2951 
   00027    0.5900    -726.5256  0.2726 
   00028    0.5850    -777.9631  0.2964 
   00029    0.6125    -810.1148  0.3065 
   00030    0.5750    -761.0643  0.3313 
   00031    0.6425    -786.5487  0.3574 
   00032    0.5875    -779.6823  0.3513 
   00033    0.6400    -772.2124  0.3658 
   00034    0.5775    -760.7677  0.3523 
   00035    0.5650    -774.6004  0.3436 
   00036    0.5925    -784.1512  0.3220 
   00037    0.5625    -800.6222  0.3476 
   00038    0.5825    -798.1004  0.3635 
   00039    0.5700    -798.1152  0.3493 
   00040    0.5625    -812.9774  0.3605 
   00041    0.5800    -793.6476  0.3691 
   00042    0.5875    -795.7956  0.4218 
   00043    0.5375    -761.4418  0.3706 
   00044    0.5725    -746.2383  0.3684 
   00045    0.6125    -791.7363  0.4170 
   00046    0.5925    -801.5989  0.4346 
   00047    0.6125    -802.8367  0.4716 
   00048    0.5250    -824.9681  0.4460 
   00049    0.5700    -843.5827  0.4389 
   00050    0.5650    -823.8250  0.4066 
   00051    0.5725    -789.6839  0.3969 
   00052    0.5325    -825.0953  0.4061 
