#=====================================================
# File created:        Sat-09-Mar-2024-at-11-31-01PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        4.181789
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2618.6015  0.2616 
   00001    0.6596   -3708.2252  0.2749 
   00002    0.6324   -4601.5277  0.2861 
   00003    0.5852   -5117.7143  0.2788 
   00004    0.5580   -5579.5011  0.2819 
   00005    0.5160   -5916.3043  0.2893 
   00006    0.5176   -6171.2213  0.2942 
   00007    0.4992   -6435.1849  0.2989 
   00008    0.4972   -6609.2769  0.2926 
   00009    0.4824   -6753.2247  0.2896 
   00010    0.4836   -6891.4444  0.2896 
   00011    0.4756   -6981.5327  0.2865 
   00012    0.4896   -7128.5445  0.2889 
   00013    0.4492   -7246.1456  0.2926 
   00014    0.4900   -7357.2627  0.3001 
   00015    0.4748   -7411.7555  0.3038 
   00016    0.4440   -7493.3279  0.3023 
   00017    0.4464   -7557.3340  0.3053 
   00018    0.4732   -7603.3006  0.3143 
   00019    0.4532   -7631.6503  0.3163 
   00020    0.4308   -7640.2920  0.3161 
   00021    0.4496   -7670.3621  0.3175 
   00022    0.4212   -7752.2016  0.3194 
   00023    0.4384   -7802.1769  0.3236 
   00024    0.4452   -7795.8465  0.3157 
   00025    0.4416   -7860.8676  0.3248 
   00026    0.4400   -7899.3314  0.3306 
   00027    0.4320   -7900.9121  0.3289 
   00028    0.4592   -7888.6799  0.3329 
   00029    0.4392   -7899.8298  0.3338 
   00030    0.4464   -7946.3535  0.3418 
   00031    0.4336   -7996.5156  0.3432 
   00032    0.4300   -8000.8153  0.3450 
   00033    0.4224   -7999.3716  0.3489 
   00034    0.4360   -8026.4542  0.3416 
   00035    0.4224   -7995.5731  0.3411 
   00036    0.4440   -8009.2814  0.3407 
   00037    0.4372   -7990.1812  0.3348 
   00038    0.4336   -8060.8684  0.3449 
   00039    0.4296   -8070.2135  0.3372 
   00040    0.4288   -8007.6807  0.3407 
   00041    0.4260   -8041.2913  0.3425 
   00042    0.4188   -8045.0056  0.3424 
   00043    0.4324   -8068.5020  0.3475 
   00044    0.4472   -8040.9949  0.3561 
   00045    0.4220   -7989.0588  0.3601 
   00046    0.4316   -8066.9662  0.3610 
   00047    0.4320   -8091.7475  0.3579 
   00048    0.4364   -8106.2938  0.3624 
   00049    0.4268   -8117.4636  0.3598 
   00050    0.4112   -8077.2788  0.3641 
