#=====================================================
# File created:        Sun-10-Mar-2024-at-08-43-38PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        1.496738
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2521.4030  0.2619 
   00001    0.6940   -3737.2601  0.2803 
   00002    0.6152   -4341.5990  0.2933 
   00003    0.6188   -4988.1522  0.3151 
   00004    0.5540   -5488.5254  0.3074 
   00005    0.5360   -5825.5441  0.3052 
   00006    0.5152   -6086.5567  0.3070 
   00007    0.5084   -6303.6823  0.3209 
   00008    0.5236   -6526.9272  0.3262 
   00009    0.4856   -6666.5519  0.3324 
   00010    0.4860   -6776.0688  0.3402 
   00011    0.4820   -6942.2210  0.3404 
   00012    0.4836   -7128.3555  0.3364 
   00013    0.4432   -7179.6822  0.3405 
   00014    0.4692   -7261.4407  0.3471 
   00015    0.4544   -7311.5196  0.3505 
   00016    0.4784   -7345.7715  0.3519 
   00017    0.4472   -7388.4889  0.3546 
   00018    0.4500   -7422.2214  0.3595 
   00019    0.4392   -7482.1950  0.3609 
   00020    0.4296   -7510.9349  0.3711 
   00021    0.4576   -7595.1991  0.3747 
   00022    0.4500   -7617.9021  0.3754 
   00023    0.4408   -7635.6187  0.3770 
   00024    0.4484   -7653.4252  0.3857 
   00025    0.4384   -7700.0698  0.3844 
   00026    0.4300   -7718.9395  0.3901 
   00027    0.4472   -7777.8344  0.3915 
   00028    0.4360   -7792.7572  0.3981 
   00029    0.4380   -7827.0079  0.4013 
   00030    0.4396   -7782.1344  0.4107 
   00031    0.4536   -7810.0639  0.4127 
   00032    0.4368   -7824.6342  0.4119 
   00033    0.4448   -7860.2606  0.4159 
   00034    0.4316   -7893.7354  0.4251 
   00035    0.4320   -7973.6871  0.4293 
   00036    0.4388   -7992.3604  0.4295 
   00037    0.4296   -8025.1987  0.4322 
   00038    0.4244   -8034.6676  0.4282 
   00039    0.4168   -8083.5527  0.4290 
   00040    0.4076   -8086.6943  0.4256 
   00041    0.4392   -8082.0195  0.4273 
   00042    0.4276   -8093.3976  0.4295 
   00043    0.4308   -8090.8922  0.4297 
   00044    0.4072   -8102.1796  0.4324 
   00045    0.4368   -8080.5369  0.4343 
   00046    0.4308   -8042.1612  0.4295 
   00047    0.4344   -8032.9615  0.4311 
   00048    0.4364   -8066.7785  0.4323 
   00049    0.4248   -8078.2491  0.4345 
   00050    0.4236   -8089.2172  0.4398 
