#=====================================================
# File created:        Sat-09-Mar-2024-at-04-09-30PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        0.792999
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2520.0663  0.2571 
   00001    0.5304   -2481.2864  0.2562 
   00002    0.4784   -2479.7354  0.2588 
   00003    0.5016   -2490.1377  0.2576 
   00004    0.5172   -2440.1253  0.2606 
   00005    0.5036   -2472.3334  0.2613 
   00006    0.5028   -2438.7888  0.2605 
   00007    0.4924   -2455.8961  0.2625 
   00008    0.5064   -2453.1719  0.2642 
   00009    0.4876   -2459.7413  0.2671 
   00010    0.4932   -2480.9583  0.2645 
   00011    0.5220   -2604.6965  0.2599 
   00012    0.4864   -2530.8899  0.2604 
   00013    0.5228   -2623.6555  0.2575 
   00014    0.4968   -2647.4234  0.2546 
   00015    0.4880   -2621.9077  0.2578 
   00016    0.4836   -2558.1987  0.2663 
   00017    0.5120   -2588.4408  0.2634 
   00018    0.4932   -2555.7626  0.2655 
   00019    0.5208   -2543.7443  0.2632 
   00020    0.5140   -2568.9013  0.2719 
   00021    0.4596   -2477.5239  0.2729 
   00022    0.4860   -2587.0963  0.2719 
   00023    0.5024   -2583.4311  0.2736 
   00024    0.4836   -2510.9207  0.2752 
   00025    0.5120   -2500.5491  0.2665 
   00026    0.4876   -2536.8444  0.2561 
   00027    0.4980   -2556.0727  0.2604 
   00028    0.5028   -2492.5357  0.2580 
   00029    0.4880   -2526.7968  0.2756 
   00030    0.5012   -2484.4782  0.2764 
   00031    0.5020   -2514.4876  0.2780 
   00032    0.4792   -2437.7462  0.2791 
   00033    0.4916   -2401.4473  0.2777 
   00034    0.4952   -2346.1772  0.2688 
   00035    0.5492   -2478.1167  0.2651 
   00036    0.5180   -2608.4103  0.2616 
   00037    0.4800   -2597.8157  0.2690 
   00038    0.5012   -2577.7294  0.2655 
   00039    0.4840   -2436.3039  0.2691 
   00040    0.5172   -2451.6439  0.2744 
   00041    0.5040   -2482.3416  0.2632 
   00042    0.5192   -2397.9193  0.2672 
   00043    0.5036   -2418.7792  0.2617 
   00044    0.5040   -2471.2512  0.2602 
   00045    0.4952   -2576.6742  0.2612 
   00046    0.4936   -2578.6448  0.2688 
   00047    0.5056   -2593.4732  0.2640 
   00048    0.5072   -2473.5269  0.2559 
   00049    0.4944   -2464.8552  0.2624 
   00050    0.4856   -2499.8586  0.2629 
