#=====================================================
# File created:        Sat-09-Mar-2024-at-03-59-53PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        8.251471
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2543.3858  0.2577 
   00001    0.4804   -2517.8492  0.2580 
   00002    0.4768   -2473.2919  0.2594 
   00003    0.4868   -2388.1841  0.2659 
   00004    0.5120   -2376.8034  0.2603 
   00005    0.5092   -2333.5958  0.2648 
   00006    0.5040   -2294.4152  0.2565 
   00007    0.5004   -2317.1096  0.2622 
   00008    0.5180   -2384.8760  0.2697 
   00009    0.5316   -2410.5596  0.2604 
   00010    0.4960   -2406.9261  0.2673 
   00011    0.5112   -2401.1115  0.2674 
   00012    0.5340   -2493.7267  0.2791 
   00013    0.4916   -2507.1194  0.2781 
   00014    0.4876   -2513.8075  0.2760 
   00015    0.4956   -2491.6763  0.2767 
   00016    0.4976   -2462.2752  0.2724 
   00017    0.4956   -2472.6221  0.2673 
   00018    0.4872   -2444.8016  0.2670 
   00019    0.5260   -2475.7527  0.2606 
   00020    0.4884   -2516.8319  0.2716 
   00021    0.4932   -2517.5319  0.2627 
   00022    0.5040   -2526.2277  0.2597 
   00023    0.4812   -2498.5141  0.2643 
   00024    0.5372   -2552.7941  0.2610 
   00025    0.5168   -2595.9854  0.2707 
   00026    0.4916   -2596.8364  0.2661 
   00027    0.4680   -2450.9417  0.2600 
   00028    0.5036   -2412.8672  0.2577 
   00029    0.5236   -2415.3340  0.2615 
   00030    0.4756   -2400.3219  0.2560 
   00031    0.4764   -2366.7399  0.2614 
   00032    0.4976   -2430.7660  0.2648 
   00033    0.5124   -2463.2340  0.2700 
   00034    0.5076   -2472.5663  0.2722 
   00035    0.4928   -2495.8894  0.2703 
   00036    0.5040   -2458.3760  0.2652 
   00037    0.4880   -2515.9553  0.2616 
   00038    0.4920   -2472.2129  0.2620 
   00039    0.4928   -2475.0516  0.2590 
   00040    0.5268   -2609.8069  0.2597 
   00041    0.4848   -2628.1372  0.2530 
   00042    0.4972   -2545.8026  0.2609 
   00043    0.5120   -2434.6686  0.2604 
   00044    0.5092   -2405.4110  0.2562 
   00045    0.4780   -2363.2974  0.2599 
   00046    0.5072   -2425.3224  0.2643 
   00047    0.5216   -2395.6906  0.2604 
   00048    0.5176   -2457.5667  0.2679 
   00049    0.5184   -2481.9282  0.2663 
   00050    0.5140   -2558.4251  0.2624 
