#=====================================================
# File created:        Sat-09-Mar-2024-at-03-21-17PM
# Size of lattice:     50x50
# Number of MC steps:  50
# Reduced temperature: 0.500
# Run time (s):        3.814884
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000   -2413.7709  0.2618 
   00001    0.5200   -2396.5027  0.2625 
   00002    0.4996   -2432.1404  0.2636 
   00003    0.4928   -2514.0134  0.2684 
   00004    0.4928   -2434.6739  0.2583 
   00005    0.5360   -2524.8480  0.2544 
   00006    0.5044   -2503.6828  0.2583 
   00007    0.5072   -2575.4273  0.2652 
   00008    0.4768   -2503.7632  0.2637 
   00009    0.5256   -2540.1826  0.2584 
   00010    0.5028   -2535.8244  0.2528 
   00011    0.4748   -2505.7244  0.2642 
   00012    0.5008   -2548.7642  0.2642 
   00013    0.5008   -2538.9028  0.2542 
   00014    0.4780   -2532.2765  0.2510 
   00015    0.4528   -2427.9702  0.2591 
   00016    0.5024   -2445.7499  0.2604 
   00017    0.4936   -2361.0306  0.2643 
   00018    0.5036   -2420.8913  0.2595 
   00019    0.5148   -2504.2461  0.2626 
   00020    0.5216   -2544.6443  0.2585 
   00021    0.5176   -2497.5127  0.2586 
   00022    0.4992   -2542.2237  0.2610 
   00023    0.4972   -2512.0135  0.2553 
   00024    0.4760   -2434.0080  0.2676 
   00025    0.5172   -2440.6670  0.2663 
   00026    0.5160   -2491.2524  0.2667 
   00027    0.5072   -2421.9988  0.2638 
   00028    0.5052   -2392.8428  0.2641 
   00029    0.5048   -2367.9622  0.2761 
   00030    0.5112   -2516.5971  0.2681 
   00031    0.4924   -2466.9000  0.2691 
   00032    0.4952   -2560.6276  0.2716 
   00033    0.4900   -2581.2102  0.2683 
   00034    0.4856   -2490.9077  0.2683 
   00035    0.4944   -2436.9187  0.2798 
   00036    0.4992   -2380.2996  0.2722 
   00037    0.5232   -2415.4920  0.2724 
   00038    0.5312   -2494.0339  0.2656 
   00039    0.5108   -2497.0255  0.2658 
   00040    0.4992   -2504.0286  0.2681 
   00041    0.5332   -2543.9518  0.2688 
   00042    0.5044   -2581.3766  0.2678 
   00043    0.4872   -2599.6550  0.2730 
   00044    0.5096   -2476.9349  0.2782 
   00045    0.4972   -2420.5786  0.2749 
   00046    0.5184   -2458.9029  0.2659 
   00047    0.4964   -2424.4303  0.2737 
   00048    0.5100   -2423.6428  0.2643 
   00049    0.5244   -2561.9957  0.2648 
   00050    0.4872   -2501.9881  0.2661 
