#=====================================================
# File created:        Sun-10-Mar-2024-at-08-45-36PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        4.996628
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -417.4634  0.2648 
   00001    0.6300    -587.1257  0.2762 
   00002    0.6100    -704.4948  0.2805 
   00003    0.6225    -819.8855  0.2873 
   00004    0.5650    -910.9828  0.3002 
   00005    0.5325    -950.6358  0.2914 
   00006    0.4925    -974.1275  0.2892 
   00007    0.4825   -1016.9203  0.3332 
   00008    0.5475   -1028.4537  0.3074 
   00009    0.5275   -1050.2422  0.3036 
   00010    0.4625   -1059.8667  0.2883 
   00011    0.4700   -1086.3668  0.2771 
   00012    0.4500   -1095.0860  0.2949 
   00013    0.4725   -1098.3219  0.2983 
   00014    0.4275   -1108.7245  0.3169 
   00015    0.4200   -1103.0403  0.3171 
   00016    0.4100   -1136.6099  0.3036 
   00017    0.4525   -1116.7084  0.2929 
   00018    0.4375   -1123.6517  0.3112 
   00019    0.4625   -1149.8204  0.3228 
   00020    0.4600   -1169.6413  0.3136 
   00021    0.4625   -1157.3718  0.3117 
   00022    0.4050   -1148.4936  0.3158 
   00023    0.4425   -1119.3970  0.3327 
   00024    0.4700   -1129.8827  0.3393 
   00025    0.4275   -1149.2449  0.3306 
   00026    0.4275   -1165.0018  0.3196 
   00027    0.4575   -1170.7167  0.3137 
   00028    0.4300   -1185.2502  0.3217 
   00029    0.4350   -1180.0705  0.3274 
   00030    0.4150   -1155.7208  0.3207 
   00031    0.3900   -1167.8737  0.3054 
   00032    0.4625   -1179.3863  0.2890 
   00033    0.4250   -1201.1329  0.3021 
   00034    0.4475   -1185.1272  0.3196 
   00035    0.4575   -1162.2773  0.3246 
   00036    0.4450   -1184.7398  0.3244 
   00037    0.4175   -1173.9604  0.3218 
   00038    0.4175   -1151.4706  0.3351 
   00039    0.4250   -1179.5882  0.3402 
   00040    0.4125   -1177.6839  0.3475 
   00041    0.3925   -1176.0974  0.3498 
   00042    0.4000   -1200.8861  0.3575 
   00043    0.4500   -1208.0660  0.3594 
   00044    0.4400   -1191.6855  0.3805 
   00045    0.4450   -1197.9370  0.3854 
   00046    0.4225   -1195.4589  0.3787 
   00047    0.4075   -1181.9778  0.3724 
   00048    0.3925   -1180.2619  0.3686 
   00049    0.3875   -1182.9684  0.3590 
   00050    0.4350   -1165.3720  0.3633 
   00051    0.4175   -1157.5664  0.3609 
   00052    0.4825   -1168.1066  0.3417 
   00053    0.4125   -1199.1776  0.3450 
   00054    0.3850   -1210.2764  0.3327 
   00055    0.3975   -1213.5899  0.3211 
   00056    0.4200   -1201.7914  0.3477 
   00057    0.4375   -1181.0029  0.3473 
   00058    0.4225   -1187.0512  0.3657 
   00059    0.4175   -1162.0211  0.3687 
   00060    0.4575   -1170.3106  0.3706 
   00061    0.4225   -1177.4149  0.3853 
   00062    0.4000   -1203.5979  0.3830 
   00063    0.4375   -1169.3409  0.4065 
   00064    0.4200   -1157.1026  0.4116 
   00065    0.4050   -1154.8635  0.3990 
   00066    0.4750   -1167.8388  0.3838 
   00067    0.4425   -1186.6326  0.3818 
   00068    0.4400   -1203.6384  0.3768 
   00069    0.4000   -1208.5034  0.3877 
   00070    0.3950   -1218.0757  0.3806 
   00071    0.3950   -1199.3019  0.3807 
   00072    0.4000   -1214.4756  0.3922 
   00073    0.4200   -1202.8659  0.4206 
   00074    0.4400   -1209.4793  0.4200 
   00075    0.4750   -1189.2165  0.4313 
   00076    0.4700   -1193.6313  0.4398 
   00077    0.4175   -1201.8223  0.4396 
   00078    0.4350   -1200.5519  0.4475 
   00079    0.4225   -1207.9456  0.4488 
   00080    0.4225   -1192.5498  0.4373 
   00081    0.4175   -1191.4924  0.4280 
   00082    0.4500   -1185.6355  0.4256 
   00083    0.4425   -1196.5321  0.4578 
   00084    0.4425   -1161.4210  0.4670 
   00085    0.4225   -1163.0601  0.4707 
   00086    0.4150   -1162.3948  0.4687 
   00087    0.4325   -1199.7594  0.4780 
   00088    0.4175   -1208.5882  0.4776 
   00089    0.3825   -1222.1232  0.4693 
   00090    0.4025   -1224.1154  0.4666 
   00091    0.4350   -1223.7522  0.4858 
   00092    0.4400   -1229.6240  0.5037 
   00093    0.4050   -1231.3724  0.4932 
   00094    0.3950   -1234.4949  0.4991 
   00095    0.3950   -1240.5838  0.4937 
   00096    0.3800   -1231.2532  0.4996 
   00097    0.3875   -1235.8841  0.5083 
   00098    0.3850   -1234.9089  0.4988 
   00099    0.4200   -1240.9153  0.5066 
   00100    0.3900   -1229.1181  0.5103 
   00101    0.4450   -1212.9317  0.5173 
   00102    0.4325   -1193.7342  0.5045 
   00103    0.4025   -1194.4261  0.5172 
   00104    0.4025   -1199.2846  0.5200 
   00105    0.4225   -1199.6960  0.5315 
   00106    0.4325   -1208.2300  0.5425 
   00107    0.4225   -1222.5791  0.5466 
   00108    0.3600   -1199.5670  0.5468 
   00109    0.4100   -1194.5898  0.5458 
   00110    0.4350   -1223.2416  0.5462 
   00111    0.3925   -1230.9893  0.5608 
   00112    0.4250   -1221.2202  0.5601 
   00113    0.3925   -1245.4338  0.5651 
   00114    0.4425   -1273.5877  0.5468 
   00115    0.4250   -1287.8008  0.5557 
   00116    0.3700   -1284.5849  0.5398 
   00117    0.4000   -1282.2307  0.5390 
   00118    0.4100   -1257.4950  0.5348 
