#=====================================================
# File created:        Sun-10-Mar-2024-at-03-41-22PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        0.867027
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -17.4848  0.3837 
   00001    0.7200     -33.3482  0.4569 
   00002    0.6000     -38.2279  0.4898 
   00003    0.6800     -40.2565  0.5540 
   00004    0.6000     -41.8531  0.5602 
   00005    0.6400     -52.5572  0.5937 
   00006    0.6000     -53.6047  0.6715 
   00007    0.5200     -68.5913  0.7078 
   00008    0.2800     -70.2058  0.7404 
   00009    0.4000     -72.6257  0.7493 
   00010    0.5200     -66.9808  0.7574 
   00011    0.3600     -65.0719  0.7321 
   00012    0.5600     -66.8444  0.8189 
   00013    0.6000     -76.3842  0.8608 
   00014    0.4400     -80.1344  0.8718 
   00015    0.3600     -77.5468  0.8599 
   00016    0.5600     -73.6011  0.8244 
   00017    0.2800     -70.0836  0.8244 
   00018    0.4000     -68.5999  0.7819 
   00019    0.6000     -73.5844  0.8411 
   00020    0.2400     -74.4872  0.8529 
   00021    0.4000     -72.2544  0.8564 
   00022    0.6400     -80.4426  0.8693 
   00023    0.3200     -80.7094  0.8743 
   00024    0.3600     -84.5255  0.9099 
   00025    0.4000     -82.4697  0.9032 
   00026    0.3200     -82.3846  0.8963 
   00027    0.4000     -79.5105  0.8756 
   00028    0.5600     -83.7185  0.8914 
   00029    0.4000     -88.4835  0.9209 
   00030    0.4000     -87.3448  0.8979 
   00031    0.3600     -85.5811  0.8937 
   00032    0.4400     -87.2002  0.9118 
   00033    0.3600     -82.7842  0.8682 
   00034    0.4800     -84.2645  0.8912 
   00035    0.2000     -87.1411  0.8985 
   00036    0.4800     -83.4745  0.8651 
   00037    0.5600     -80.7219  0.8187 
   00038    0.4400     -79.1812  0.8087 
   00039    0.4000     -69.8943  0.7764 
   00040    0.4000     -72.5012  0.8154 
   00041    0.3600     -78.9229  0.8452 
   00042    0.3200     -82.0893  0.8667 
   00043    0.5200     -81.5168  0.8813 
   00044    0.4400     -76.8731  0.8395 
   00045    0.3600     -79.8194  0.8662 
   00046    0.5200     -81.8534  0.8700 
   00047    0.3600     -86.0225  0.9123 
   00048    0.4400     -87.3104  0.9202 
   00049    0.3200     -83.4918  0.8967 
   00050    0.3600     -80.8804  0.8920 
   00051    0.4000     -89.1906  0.9264 
   00052    0.4000     -92.4815  0.9474 
   00053    0.3200     -87.2905  0.9447 
   00054    0.3200     -91.6718  0.9420 
   00055    0.4000     -91.9460  0.9464 
   00056    0.3200     -90.7128  0.9462 
   00057    0.2400     -87.4359  0.9248 
   00058    0.6400     -87.8187  0.9113 
   00059    0.4800     -84.5314  0.9048 
   00060    0.0800     -84.3521  0.9041 
   00061    0.4000     -85.3170  0.9124 
   00062    0.4800     -82.5561  0.8975 
   00063    0.3200     -80.9217  0.8765 
   00064    0.2400     -77.8553  0.8461 
   00065    0.2000     -77.5887  0.8515 
   00066    0.4400     -80.1318  0.8552 
   00067    0.3600     -82.7964  0.8609 
   00068    0.4000     -87.5240  0.8748 
   00069    0.4400     -82.8922  0.8725 
   00070    0.3200     -83.0596  0.8693 
   00071    0.3600     -82.8253  0.8632 
   00072    0.3600     -80.3612  0.8609 
   00073    0.3600     -81.7723  0.8834 
   00074    0.4000     -89.6675  0.9373 
   00075    0.4800     -87.1728  0.8984 
   00076    0.6000     -87.2195  0.9001 
   00077    0.2400     -84.8009  0.9034 
   00078    0.4400     -83.6233  0.8574 
   00079    0.3600     -80.5167  0.8404 
   00080    0.3600     -84.7298  0.8885 
   00081    0.3200     -85.7577  0.9000 
   00082    0.2400     -82.0461  0.8807 
   00083    0.6000     -83.5265  0.9117 
   00084    0.4400     -86.7645  0.8904 
   00085    0.5200     -85.5496  0.9048 
   00086    0.3200     -87.9819  0.9171 
   00087    0.4000     -88.5775  0.9255 
   00088    0.4800     -91.1181  0.9499 
   00089    0.4400     -92.5497  0.9592 
   00090    0.3600     -87.4867  0.9288 
   00091    0.5600     -91.6967  0.9502 
   00092    0.3200     -85.7112  0.9019 
   00093    0.4800     -83.4302  0.8962 
   00094    0.6000     -81.0203  0.8983 
   00095    0.4000     -79.2588  0.8811 
   00096    0.4400     -84.2026  0.9097 
   00097    0.5600     -86.9848  0.9272 
   00098    0.4400     -82.9848  0.8908 
   00099    0.4400     -81.6494  0.8765 
   00100    0.4000     -81.8599  0.8838 
   00101    0.3200     -88.3568  0.9205 
   00102    0.3600     -87.3139  0.9167 
   00103    0.2400     -91.2554  0.9320 
   00104    0.3200     -87.1182  0.9011 
   00105    0.5200     -89.0871  0.9116 
   00106    0.3200     -77.7071  0.8408 
   00107    0.4000     -77.8752  0.8479 
   00108    0.4000     -78.7610  0.8662 
   00109    0.3600     -76.1053  0.8080 
   00110    0.2800     -75.1531  0.8056 
   00111    0.4400     -84.3635  0.9044 
   00112    0.4000     -83.9122  0.9157 
   00113    0.5200     -83.3266  0.8994 
   00114    0.4800     -81.9235  0.8953 
   00115    0.3200     -80.7223  0.9006 
   00116    0.3600     -87.3688  0.9302 
   00117    0.2400     -89.9293  0.9441 
   00118    0.4400     -89.6497  0.9511 
   00119    0.3600     -84.4969  0.9225 
   00120    0.3600     -88.5639  0.9430 
   00121    0.2400     -88.4971  0.9462 
   00122    0.3600     -87.5225  0.9408 
   00123    0.4800     -86.8415  0.9386 
   00124    0.4400     -85.9717  0.9269 
   00125    0.3600     -87.1872  0.9285 
   00126    0.3600     -84.0180  0.8915 
   00127    0.3200     -85.3304  0.8912 
   00128    0.4800     -82.3356  0.9032 
   00129    0.2800     -87.9938  0.9361 
   00130    0.4400     -89.1562  0.9294 
   00131    0.3200     -89.1267  0.9344 
   00132    0.4000     -89.5903  0.9262 
   00133    0.2800     -87.1863  0.8950 
   00134    0.2800     -87.3492  0.8873 
   00135    0.1600     -86.4439  0.8767 
   00136    0.2400     -85.9524  0.8595 
   00137    0.3600     -82.4340  0.8671 
   00138    0.3200     -80.2202  0.8519 
   00139    0.4000     -79.1476  0.8640 
   00140    0.2400     -79.3963  0.8480 
   00141    0.4000     -79.0111  0.8582 
   00142    0.4800     -75.6841  0.8430 
   00143    0.4400     -79.0766  0.8840 
   00144    0.3200     -77.3145  0.8737 
   00145    0.4000     -81.5237  0.8749 
   00146    0.4000     -78.2716  0.8310 
   00147    0.5200     -82.5206  0.8785 
   00148    0.2800     -84.4023  0.9010 
   00149    0.3600     -82.7272  0.8468 
   00150    0.2800     -82.3301  0.8497 
   00151    0.4000     -86.6565  0.8989 
   00152    0.2800     -87.6559  0.9039 
   00153    0.3200     -83.3230  0.9024 
   00154    0.4000     -82.8052  0.9132 
   00155    0.4000     -83.8587  0.9065 
   00156    0.4000     -75.2346  0.8426 
   00157    0.4800     -72.7579  0.8363 
   00158    0.3600     -71.8978  0.8161 
   00159    0.4400     -77.0377  0.8620 
   00160    0.2000     -77.7200  0.8734 
   00161    0.2000     -83.8481  0.9081 
   00162    0.3200     -78.5751  0.8959 
   00163    0.4800     -79.5209  0.9032 
   00164    0.3600     -79.8476  0.8944 
   00165    0.4000     -82.8808  0.8902 
   00166    0.4400     -79.8941  0.8555 
   00167    0.4400     -82.8500  0.8725 
   00168    0.3200     -82.6237  0.8765 
   00169    0.4400     -79.9028  0.8792 
   00170    0.4800     -75.4271  0.8589 
   00171    0.4400     -79.5915  0.8827 
   00172    0.4800     -75.6852  0.8586 
   00173    0.4800     -80.5550  0.8928 
   00174    0.2400     -81.2363  0.8842 
   00175    0.4000     -81.1365  0.8812 
   00176    0.4400     -66.2229  0.8038 
   00177    0.4000     -66.1330  0.8079 
   00178    0.4800     -68.7613  0.7905 
   00179    0.4000     -70.4011  0.7786 
   00180    0.5200     -72.2018  0.7576 
   00181    0.4400     -76.3502  0.8191 
   00182    0.4000     -80.5051  0.8248 
   00183    0.4000     -79.9736  0.8222 
   00184    0.4400     -76.2938  0.8108 
   00185    0.2800     -76.4541  0.8106 
   00186    0.3600     -73.1869  0.7791 
   00187    0.2800     -75.3993  0.8100 
   00188    0.4800     -74.3478  0.8352 
   00189    0.6400     -84.7460  0.9143 
   00190    0.3600     -84.0107  0.9276 
   00191    0.3200     -84.5913  0.9328 
   00192    0.3600     -83.6799  0.9033 
   00193    0.4000     -83.4908  0.9044 
   00194    0.4000     -79.9480  0.8497 
   00195    0.3200     -81.9284  0.8592 
   00196    0.3200     -79.2535  0.8657 
   00197    0.4000     -80.0590  0.8747 
   00198    0.4800     -78.7155  0.8477 
   00199    0.4400     -77.0997  0.7914 
   00200    0.2800     -72.9177  0.7916 
   00201    0.3200     -73.6350  0.7877 
   00202    0.4000     -76.3804  0.7904 
   00203    0.2800     -71.4562  0.7853 
   00204    0.4000     -70.2080  0.7923 
   00205    0.4000     -76.5008  0.8013 
   00206    0.4000     -81.6365  0.8790 
   00207    0.1600     -79.1257  0.8741 
   00208    0.4400     -81.5521  0.8679 
   00209    0.4800     -86.2154  0.8928 
   00210    0.6000     -85.9837  0.9320 
   00211    0.2800     -85.0836  0.9241 
   00212    0.3600     -87.9726  0.9364 
   00213    0.3600     -87.0893  0.9358 
