#=====================================================
# File created:        Sun-10-Mar-2024-at-04-28-22PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        9.019004
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -399.9702  0.2780 
   00001    0.6775    -576.2936  0.2823 
   00002    0.6150    -717.9904  0.3243 
   00003    0.5750    -799.0029  0.3539 
   00004    0.5825    -833.4740  0.3327 
   00005    0.5150    -908.4237  0.3418 
   00006    0.4950    -935.3157  0.3418 
   00007    0.4675    -989.9018  0.3688 
   00008    0.5300    -991.0877  0.3907 
   00009    0.5200    -985.2681  0.3876 
   00010    0.4925   -1037.6058  0.3896 
   00011    0.4375   -1036.8342  0.3816 
   00012    0.4825   -1052.3803  0.3934 
   00013    0.4825   -1028.1859  0.4208 
   00014    0.4950   -1069.1351  0.4105 
   00015    0.4450   -1083.0930  0.4170 
   00016    0.4100   -1092.9611  0.4264 
   00017    0.4450   -1118.0239  0.4458 
   00018    0.4325   -1117.7369  0.4458 
   00019    0.4750   -1125.8757  0.4546 
   00020    0.4300   -1152.2304  0.4608 
   00021    0.5000   -1171.5496  0.4778 
   00022    0.4175   -1167.4038  0.4838 
   00023    0.4550   -1141.4548  0.4775 
   00024    0.4175   -1170.7093  0.4936 
   00025    0.4075   -1167.4788  0.4834 
   00026    0.4950   -1165.7815  0.5073 
   00027    0.4250   -1172.0542  0.5160 
   00028    0.4150   -1167.2234  0.5177 
   00029    0.4375   -1155.7580  0.5201 
   00030    0.4725   -1168.4158  0.5237 
   00031    0.3875   -1181.6700  0.5372 
   00032    0.3950   -1176.0794  0.5488 
   00033    0.4600   -1166.8057  0.5561 
   00034    0.3950   -1201.0273  0.5613 
   00035    0.4150   -1203.2931  0.5760 
   00036    0.4175   -1195.1861  0.5665 
   00037    0.4350   -1204.3167  0.5900 
   00038    0.4275   -1215.7936  0.5905 
   00039    0.4575   -1233.0814  0.6063 
   00040    0.4150   -1228.4666  0.5924 
   00041    0.4050   -1232.2649  0.6080 
   00042    0.4025   -1262.7957  0.6091 
   00043    0.4175   -1230.4170  0.6122 
   00044    0.4475   -1225.2887  0.6065 
   00045    0.4300   -1242.5344  0.6280 
   00046    0.4025   -1229.4384  0.6287 
   00047    0.4100   -1227.1427  0.6457 
   00048    0.3875   -1238.3616  0.6434 
   00049    0.4150   -1267.7496  0.6674 
   00050    0.3950   -1252.1003  0.6562 
   00051    0.4450   -1251.9377  0.6601 
   00052    0.3900   -1237.7574  0.6593 
   00053    0.3975   -1226.0927  0.6392 
   00054    0.3950   -1228.1504  0.6342 
   00055    0.3550   -1233.6939  0.6218 
   00056    0.3900   -1227.7099  0.6190 
   00057    0.4050   -1201.5269  0.5969 
   00058    0.4300   -1205.3648  0.5931 
   00059    0.4350   -1222.7243  0.5945 
   00060    0.4425   -1219.0700  0.5987 
   00061    0.4400   -1239.1168  0.6270 
   00062    0.4550   -1245.4372  0.6378 
   00063    0.4125   -1265.4985  0.6579 
   00064    0.4200   -1269.4095  0.6671 
   00065    0.3750   -1274.5487  0.6606 
   00066    0.4300   -1273.0952  0.6485 
   00067    0.4475   -1261.4805  0.6492 
   00068    0.4425   -1253.0281  0.6522 
   00069    0.4275   -1245.3910  0.6579 
   00070    0.4025   -1234.5154  0.6617 
   00071    0.4425   -1233.4020  0.6508 
   00072    0.4625   -1237.3500  0.6295 
   00073    0.4150   -1219.8805  0.6230 
   00074    0.4375   -1218.7511  0.6192 
   00075    0.4050   -1206.9717  0.6210 
   00076    0.3950   -1218.7803  0.6298 
   00077    0.4275   -1206.8774  0.6288 
   00078    0.4225   -1239.1040  0.6360 
   00079    0.4225   -1246.5410  0.6179 
   00080    0.4125   -1232.5501  0.6165 
   00081    0.4250   -1230.9967  0.6057 
   00082    0.3975   -1216.9673  0.6059 
   00083    0.4225   -1222.9201  0.6026 
   00084    0.3700   -1242.1575  0.6196 
   00085    0.4175   -1246.8227  0.6231 
   00086    0.4250   -1246.0058  0.5882 
   00087    0.4000   -1243.1364  0.5963 
   00088    0.4425   -1249.4840  0.5842 
   00089    0.3875   -1222.4512  0.5764 
   00090    0.4300   -1217.7790  0.5763 
   00091    0.4350   -1235.7686  0.5907 
   00092    0.4275   -1250.1557  0.6025 
   00093    0.3700   -1239.7183  0.6209 
   00094    0.4300   -1248.3900  0.6340 
   00095    0.4225   -1248.2741  0.6297 
   00096    0.4075   -1246.7637  0.6360 
   00097    0.4150   -1228.4963  0.6506 
   00098    0.4650   -1213.9430  0.6298 
   00099    0.3875   -1220.6137  0.6362 
   00100    0.4350   -1230.0065  0.6362 
   00101    0.4125   -1229.3603  0.6275 
   00102    0.4200   -1258.6681  0.6466 
   00103    0.4050   -1260.9394  0.6434 
   00104    0.4100   -1263.1498  0.6336 
   00105    0.4225   -1268.8103  0.6385 
   00106    0.3950   -1296.3531  0.6513 
   00107    0.4000   -1277.9257  0.6411 
   00108    0.3825   -1247.7268  0.6270 
   00109    0.4275   -1238.9927  0.6138 
   00110    0.4375   -1245.9635  0.6107 
   00111    0.3625   -1241.2884  0.5956 
   00112    0.4000   -1228.9754  0.6047 
   00113    0.4075   -1234.2944  0.6293 
   00114    0.3950   -1212.8089  0.6364 
   00115    0.4325   -1214.3030  0.6386 
   00116    0.3750   -1222.0314  0.6496 
   00117    0.4000   -1214.5298  0.6495 
   00118    0.4225   -1226.6396  0.6540 
   00119    0.4325   -1217.3425  0.6471 
   00120    0.4125   -1208.0953  0.6444 
   00121    0.3825   -1213.0908  0.6564 
   00122    0.4150   -1224.9900  0.6604 
   00123    0.4175   -1230.3898  0.6849 
   00124    0.3800   -1241.3591  0.6897 
   00125    0.3600   -1249.5577  0.7041 
   00126    0.3875   -1269.4018  0.7228 
   00127    0.3850   -1269.5869  0.7387 
   00128    0.3850   -1274.6452  0.7405 
   00129    0.4200   -1261.2234  0.7351 
   00130    0.3750   -1286.6633  0.7429 
   00131    0.3900   -1281.7520  0.7455 
   00132    0.3575   -1310.4545  0.7640 
   00133    0.3875   -1293.8335  0.7506 
   00134    0.4125   -1281.0521  0.7585 
   00135    0.4150   -1282.6300  0.7630 
   00136    0.3875   -1285.4388  0.7781 
   00137    0.4175   -1274.9900  0.7913 
   00138    0.4325   -1295.5588  0.7922 
   00139    0.3900   -1284.1814  0.7817 
   00140    0.3925   -1283.8546  0.7781 
   00141    0.3875   -1285.7638  0.7596 
   00142    0.4050   -1294.9618  0.7668 
   00143    0.3650   -1291.8026  0.7705 
   00144    0.4200   -1296.5310  0.7638 
   00145    0.3675   -1289.2699  0.7663 
   00146    0.3950   -1252.7296  0.7530 
   00147    0.4500   -1269.9666  0.7533 
   00148    0.4025   -1270.5117  0.7413 
   00149    0.3975   -1267.2651  0.7440 
   00150    0.4200   -1278.8521  0.7534 
   00151    0.4000   -1259.6374  0.7558 
   00152    0.3625   -1272.8460  0.7510 
   00153    0.4275   -1278.9940  0.7544 
   00154    0.4075   -1286.1640  0.7627 
   00155    0.4150   -1272.1618  0.7628 
   00156    0.4175   -1264.7887  0.7722 
   00157    0.3875   -1284.5289  0.7895 
   00158    0.3950   -1242.2938  0.7736 
   00159    0.4450   -1259.2938  0.7697 
   00160    0.4450   -1275.7160  0.7696 
   00161    0.4050   -1278.2308  0.7597 
   00162    0.3725   -1283.0042  0.7684 
   00163    0.3750   -1282.7191  0.7701 
   00164    0.3825   -1287.7125  0.7803 
   00165    0.4350   -1280.3177  0.7762 
   00166    0.3925   -1276.5261  0.7848 
   00167    0.4200   -1290.3099  0.7917 
   00168    0.3750   -1276.7475  0.7773 
   00169    0.3925   -1249.1517  0.7547 
   00170    0.4050   -1220.7569  0.7508 
   00171    0.4425   -1240.8568  0.7495 
   00172    0.3800   -1247.6689  0.7514 
   00173    0.3750   -1258.1486  0.7670 
   00174    0.4200   -1267.5958  0.7672 
   00175    0.3400   -1282.1572  0.7731 
   00176    0.3650   -1282.7492  0.7688 
   00177    0.4000   -1293.3630  0.7666 
   00178    0.3950   -1271.5977  0.7556 
   00179    0.4500   -1274.6917  0.7538 
   00180    0.4425   -1262.2737  0.7588 
   00181    0.3825   -1261.3427  0.7630 
   00182    0.4200   -1260.8922  0.7532 
   00183    0.3875   -1260.2921  0.7618 
   00184    0.4475   -1266.4647  0.7497 
   00185    0.3850   -1275.6065  0.7564 
   00186    0.4050   -1277.1673  0.7477 
   00187    0.3900   -1278.4230  0.7472 
   00188    0.4050   -1271.8771  0.7295 
   00189    0.4250   -1273.4198  0.7293 
   00190    0.3875   -1247.2002  0.7365 
   00191    0.4025   -1228.3646  0.7013 
   00192    0.4175   -1236.8324  0.6918 
   00193    0.4300   -1252.7239  0.7040 
   00194    0.4425   -1284.2925  0.6950 
   00195    0.3975   -1287.0698  0.6969 
   00196    0.4025   -1254.1130  0.6898 
   00197    0.3800   -1265.8166  0.6938 
   00198    0.3975   -1264.2488  0.6783 
   00199    0.4250   -1279.9819  0.6872 
   00200    0.4050   -1250.3552  0.6844 
   00201    0.4300   -1261.5166  0.7076 
   00202    0.3700   -1289.6246  0.7150 
   00203    0.3825   -1296.7468  0.7241 
   00204    0.4050   -1276.4760  0.7184 
   00205    0.4050   -1284.0256  0.7072 
   00206    0.3950   -1281.0293  0.7098 
   00207    0.4075   -1273.2242  0.6901 
   00208    0.3900   -1274.8544  0.6930 
   00209    0.3925   -1257.4912  0.7013 
   00210    0.4125   -1272.0541  0.7245 
   00211    0.3825   -1260.5500  0.7257 
   00212    0.3725   -1282.8927  0.7300 
   00213    0.3400   -1262.3258  0.7192 
   00214    0.4250   -1268.0563  0.7271 
   00215    0.4075   -1254.5390  0.7251 
   00216    0.4475   -1239.3424  0.7231 
   00217    0.4200   -1240.2867  0.7290 
   00218    0.3850   -1229.4627  0.7249 
   00219    0.4400   -1219.8052  0.7279 
   00220    0.3950   -1261.5507  0.7365 
   00221    0.3975   -1271.1750  0.7465 
   00222    0.3775   -1277.0801  0.7519 
   00223    0.3875   -1305.9166  0.7709 
