#=====================================================
# File created:        Sun-10-Mar-2024-at-03-37-35PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.650
# Run time (s):        2.497001
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -329.2379  0.2716 
   00001    0.5225    -363.9360  0.2616 
   00002    0.5325    -383.7129  0.2789 
   00003    0.5200    -368.2101  0.2792 
   00004    0.4700    -359.5052  0.2847 
   00005    0.5600    -410.0784  0.2942 
   00006    0.5125    -438.7723  0.2862 
   00007    0.4150    -447.5925  0.2853 
   00008    0.4050    -410.0632  0.2937 
   00009    0.4800    -382.6285  0.2815 
   00010    0.5025    -402.6160  0.2923 
   00011    0.5300    -372.1747  0.3003 
   00012    0.5150    -395.2665  0.2822 
   00013    0.5675    -399.9822  0.3182 
   00014    0.4900    -382.0819  0.2966 
   00015    0.5000    -420.6115  0.2984 
   00016    0.4275    -386.7763  0.2871 
   00017    0.5550    -438.8259  0.2850 
   00018    0.4550    -432.1245  0.2614 
   00019    0.4800    -429.7472  0.2846 
   00020    0.5250    -424.3461  0.2765 
   00021    0.4825    -422.5901  0.2738 
   00022    0.5550    -445.8839  0.2632 
   00023    0.5150    -444.5403  0.2769 
   00024    0.4500    -427.9091  0.2884 
   00025    0.5000    -411.0022  0.2806 
   00026    0.5550    -447.1940  0.2918 
   00027    0.4275    -383.6349  0.2910 
   00028    0.4575    -352.7227  0.2974 
   00029    0.5175    -369.7795  0.2996 
   00030    0.4850    -375.5886  0.2958 
   00031    0.4625    -352.4781  0.3155 
   00032    0.5200    -361.6856  0.3130 
   00033    0.5050    -387.6893  0.2822 
   00034    0.4725    -365.4210  0.2584 
   00035    0.5050    -382.8757  0.2768 
   00036    0.5325    -395.4854  0.2809 
   00037    0.4900    -410.0257  0.2827 
   00038    0.5100    -394.8918  0.3109 
   00039    0.4900    -386.4604  0.3008 
   00040    0.5350    -408.0100  0.3076 
   00041    0.4875    -395.1108  0.3113 
   00042    0.5425    -409.2223  0.3177 
   00043    0.4900    -401.4708  0.3148 
   00044    0.4750    -387.9444  0.2974 
   00045    0.5000    -401.9585  0.2995 
   00046    0.5550    -427.9165  0.2800 
   00047    0.5275    -421.6577  0.2953 
   00048    0.5650    -407.8926  0.3293 
   00049    0.4075    -399.1183  0.2962 
   00050    0.4925    -400.6440  0.2658 
   00051    0.4700    -428.4111  0.2723 
   00052    0.4225    -414.0750  0.2780 
   00053    0.5075    -424.9965  0.3003 
   00054    0.4625    -399.3324  0.3035 
   00055    0.4975    -366.6071  0.3060 
   00056    0.5025    -327.3140  0.3100 
   00057    0.5525    -375.8782  0.2988 
   00058    0.5150    -422.2618  0.2992 
   00059    0.4900    -387.7842  0.2664 
   00060    0.5325    -395.8227  0.2874 
   00061    0.5100    -411.0010  0.2817 
   00062    0.4700    -404.9095  0.2887 
   00063    0.5875    -424.4180  0.2933 
   00064    0.4350    -397.2806  0.2744 
   00065    0.5000    -381.4308  0.2821 
   00066    0.5325    -424.2974  0.2902 
   00067    0.4900    -406.3021  0.2894 
   00068    0.4875    -404.3032  0.3172 
   00069    0.4975    -408.5701  0.3150 
   00070    0.4600    -365.5532  0.3045 
   00071    0.5300    -360.9451  0.2832 
   00072    0.5200    -408.2477  0.2986 
   00073    0.5325    -425.1226  0.3086 
   00074    0.5200    -448.7650  0.3066 
