#=====================================================
# File created:        Sat-09-Mar-2024-at-11-48-21PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.450
# Run time (s):        9.704000
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -380.5788  0.3133 
   00001    0.7525    -598.1104  0.3341 
   00002    0.6875    -624.1813  0.2928 
   00003    0.6700    -642.0116  0.2811 
   00004    0.6325    -704.9898  0.2877 
   00005    0.6300    -738.1731  0.2688 
   00006    0.6350    -752.6342  0.2999 
   00007    0.6425    -774.5228  0.3048 
   00008    0.5725    -735.7475  0.2679 
   00009    0.6500    -756.0185  0.2833 
   00010    0.5725    -761.3708  0.2954 
   00011    0.6425    -760.2750  0.3171 
   00012    0.6375    -784.7416  0.3462 
   00013    0.5950    -757.2675  0.3432 
   00014    0.6250    -752.3253  0.3538 
   00015    0.6225    -769.6930  0.3740 
   00016    0.6175    -735.7847  0.3886 
   00017    0.6275    -729.9138  0.3740 
   00018    0.6250    -755.5109  0.3459 
   00019    0.6425    -787.3740  0.3329 
   00020    0.6275    -705.3264  0.3388 
   00021    0.6150    -692.5797  0.3387 
   00022    0.6100    -715.3237  0.3090 
   00023    0.5825    -760.9652  0.3271 
   00024    0.5800    -790.5872  0.3369 
   00025    0.5975    -770.1744  0.3258 
   00026    0.6225    -751.6238  0.3559 
   00027    0.6350    -748.7235  0.3600 
   00028    0.5900    -761.9472  0.3392 
   00029    0.6375    -744.9106  0.3254 
   00030    0.5650    -778.2014  0.3126 
   00031    0.6375    -781.4431  0.3440 
   00032    0.6325    -784.0601  0.3409 
   00033    0.6175    -789.1859  0.3254 
   00034    0.5225    -828.0207  0.3193 
   00035    0.5875    -797.2495  0.2980 
   00036    0.5850    -798.1395  0.2940 
   00037    0.6375    -812.5218  0.2808 
   00038    0.5975    -791.2078  0.3174 
   00039    0.5500    -774.2299  0.3188 
   00040    0.6300    -721.9841  0.3054 
   00041    0.6550    -711.5754  0.3465 
   00042    0.5775    -793.1041  0.3976 
   00043    0.5575    -789.5968  0.3734 
   00044    0.6425    -740.8124  0.4120 
