#=====================================================
# File created:        Fri-08-Mar-2024-at-05-44-08PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        1.259480
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -119.8290  0.3014 
   00001    0.7700    -159.6277  0.2934 
   00002    0.6100    -178.8019  0.3446 
   00003    0.6300    -201.6777  0.4070 
   00004    0.5400    -212.2094  0.4405 
   00005    0.4500    -211.7340  0.4391 
   00006    0.4200    -213.2366  0.4499 
   00007    0.5300    -211.4514  0.4238 
   00008    0.6100    -223.1547  0.3955 
   00009    0.5800    -209.2784  0.4175 
   00010    0.5000    -217.6372  0.4667 
   00011    0.5000    -223.4825  0.4938 
   00012    0.4400    -226.8273  0.5235 
   00013    0.4600    -227.5483  0.5403 
   00014    0.4200    -235.1965  0.5138 
   00015    0.3800    -211.4838  0.4619 
   00016    0.4900    -211.0694  0.5075 
   00017    0.6000    -220.9439  0.5520 
   00018    0.5400    -228.9444  0.5834 
   00019    0.5000    -252.5853  0.6343 
   00020    0.3300    -260.2572  0.6272 
   00021    0.4600    -254.5334  0.6383 
   00022    0.4800    -255.4955  0.6575 
   00023    0.5300    -260.8997  0.6479 
   00024    0.4500    -241.4919  0.6390 
   00025    0.4600    -251.9094  0.5940 
   00026    0.5900    -248.7341  0.6545 
   00027    0.5100    -258.9077  0.6768 
   00028    0.4000    -252.5896  0.6581 
   00029    0.4100    -257.7696  0.6332 
   00030    0.4000    -251.0572  0.6103 
   00031    0.4400    -244.3216  0.6272 
   00032    0.5200    -234.0646  0.5596 
   00033    0.4200    -240.4085  0.5271 
   00034    0.4900    -240.6028  0.5430 
   00035    0.4500    -229.9892  0.5067 
   00036    0.4800    -226.1399  0.6270 
   00037    0.4600    -237.9945  0.5714 
   00038    0.5100    -231.2353  0.5864 
   00039    0.4700    -238.2403  0.6055 
   00040    0.4000    -240.3164  0.5893 
   00041    0.4000    -246.1792  0.6248 
   00042    0.4200    -276.1187  0.6928 
   00043    0.5500    -281.9865  0.7185 
   00044    0.5000    -264.1467  0.6569 
   00045    0.4200    -234.6649  0.6160 
   00046    0.4500    -237.1393  0.5851 
   00047    0.3900    -249.5754  0.6064 
   00048    0.5100    -244.2951  0.6374 
   00049    0.5100    -254.3058  0.5903 
   00050    0.3900    -265.2103  0.5963 
   00051    0.5200    -247.2907  0.6120 
   00052    0.5200    -247.5712  0.6497 
   00053    0.4400    -235.9621  0.5775 
   00054    0.3600    -247.0079  0.6040 
   00055    0.4900    -252.2353  0.5990 
   00056    0.4900    -255.4202  0.6348 
   00057    0.5400    -243.4553  0.5715 
   00058    0.3900    -235.0519  0.5847 
   00059    0.4100    -232.9357  0.5238 
   00060    0.5200    -215.4209  0.4833 
   00061    0.5500    -216.4731  0.5538 
   00062    0.4500    -240.2145  0.5827 
   00063    0.5100    -225.9980  0.5716 
   00064    0.4600    -236.6183  0.5485 
   00065    0.5000    -242.8177  0.6019 
   00066    0.5100    -252.7430  0.5960 
   00067    0.4800    -230.8744  0.5885 
   00068    0.4600    -243.6876  0.6331 
   00069    0.5000    -232.9205  0.6341 
   00070    0.5100    -236.6772  0.6228 
   00071    0.5700    -250.8522  0.6390 
   00072    0.4600    -248.7540  0.6536 
   00073    0.4700    -251.1987  0.6880 
   00074    0.3700    -258.6045  0.6837 
   00075    0.4100    -272.9519  0.6616 
   00076    0.4000    -268.4754  0.6413 
   00077    0.4700    -278.9527  0.6461 
   00078    0.3700    -287.2402  0.6522 
   00079    0.3700    -277.4093  0.6894 
   00080    0.3400    -276.3076  0.7107 
   00081    0.4200    -279.9336  0.7339 
   00082    0.5500    -268.6514  0.7030 
   00083    0.4200    -267.6096  0.7059 
   00084    0.3700    -241.1061  0.6575 
   00085    0.6400    -218.8614  0.5991 
   00086    0.6000    -219.8569  0.5120 
   00087    0.6500    -209.3755  0.5176 
   00088    0.5200    -204.9885  0.5461 
   00089    0.5200    -213.6959  0.5310 
   00090    0.5200    -217.7171  0.4987 
   00091    0.5300    -238.0416  0.5555 
   00092    0.4600    -227.8463  0.5259 
   00093    0.5500    -221.7609  0.5965 
   00094    0.5600    -218.7126  0.5452 
   00095    0.4600    -216.0969  0.5462 
   00096    0.4700    -234.5175  0.5770 
   00097    0.4100    -229.1961  0.4975 
   00098    0.5500    -211.8490  0.4165 
   00099    0.5200    -218.5484  0.4350 
   00100    0.5800    -216.7735  0.4671 
