#=====================================================
# File created:        Sat-09-Mar-2024-at-03-19-55PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        0.432420
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -124.8910  0.2642 
   00001    0.3500    -104.9916  0.2803 
   00002    0.3900    -105.9476  0.2982 
   00003    0.4400    -109.5986  0.3002 
   00004    0.4600     -89.3945  0.2619 
   00005    0.5200    -101.3068  0.2946 
   00006    0.4600    -132.5015  0.3204 
   00007    0.4400    -102.2060  0.3088 
   00008    0.5200    -104.0680  0.3372 
   00009    0.4800    -105.3867  0.3210 
   00010    0.5000    -112.9912  0.3188 
   00011    0.4800     -85.1228  0.2636 
   00012    0.5600    -116.8226  0.3212 
   00013    0.4400    -127.7630  0.3613 
   00014    0.4000    -109.8945  0.3664 
   00015    0.5000    -105.9637  0.3384 
   00016    0.5600     -96.4206  0.2664 
   00017    0.5700     -86.8765  0.3339 
   00018    0.5900     -93.5841  0.2929 
   00019    0.5500    -104.1442  0.2872 
   00020    0.5400     -96.5830  0.2992 
   00021    0.4300     -80.8053  0.2960 
   00022    0.6100    -111.6551  0.3895 
   00023    0.4500     -89.3159  0.3297 
   00024    0.5900     -90.6361  0.3118 
   00025    0.4900     -94.5908  0.3023 
   00026    0.5200     -88.1297  0.3141 
   00027    0.4700     -88.2445  0.3118 
   00028    0.6000    -102.1789  0.3265 
   00029    0.4200     -87.7419  0.2980 
   00030    0.5700    -101.9713  0.3191 
   00031    0.5500    -115.5599  0.2948 
   00032    0.5400     -99.3826  0.3018 
   00033    0.5200    -107.0319  0.2978 
   00034    0.5000     -96.9448  0.3163 
   00035    0.4900    -121.9684  0.3625 
   00036    0.4700    -130.0954  0.4018 
   00037    0.4200    -121.3856  0.3522 
   00038    0.3500     -96.2247  0.2607 
   00039    0.4500     -88.4784  0.3078 
   00040    0.5500     -60.0604  0.2972 
   00041    0.6500     -75.5097  0.2815 
   00042    0.6800    -105.5843  0.2800 
   00043    0.5300    -105.0192  0.3085 
   00044    0.5500    -102.7261  0.3017 
   00045    0.5000     -99.1741  0.2873 
   00046    0.5400     -85.4374  0.2743 
   00047    0.4600     -77.3786  0.2902 
   00048    0.5200     -80.9447  0.3130 
   00049    0.4700     -96.0354  0.3075 
   00050    0.5100     -90.8592  0.3474 
   00051    0.4900     -97.8682  0.2914 
   00052    0.5600     -98.8830  0.2971 
   00053    0.5200    -111.6943  0.3023 
   00054    0.4900    -112.0327  0.3574 
   00055    0.4900     -95.9936  0.3434 
   00056    0.4600     -97.5985  0.3269 
   00057    0.5100    -102.1427  0.3583 
   00058    0.5100    -102.6107  0.3563 
   00059    0.3800    -100.1116  0.3032 
   00060    0.5300    -114.3796  0.2563 
   00061    0.4300     -88.1874  0.3283 
   00062    0.5700    -105.0998  0.2523 
   00063    0.5200    -120.3822  0.2777 
   00064    0.4200     -90.4272  0.2599 
   00065    0.5400    -100.7721  0.2623 
   00066    0.6100    -123.8167  0.3197 
   00067    0.3300     -97.8738  0.2978 
   00068    0.3300     -86.4140  0.2821 
   00069    0.5000     -94.9126  0.3111 
   00070    0.4600     -99.7026  0.3206 
   00071    0.5100     -97.7920  0.3440 
   00072    0.4900     -91.7430  0.3217 
   00073    0.5900     -94.5104  0.2845 
   00074    0.4800     -98.0252  0.3090 
   00075    0.5400    -106.5054  0.3176 
   00076    0.3700     -91.1352  0.3022 
   00077    0.5200     -99.3406  0.3319 
   00078    0.5100    -100.5704  0.3050 
   00079    0.5400    -109.5367  0.3294 
   00080    0.4500     -97.4031  0.2659 
   00081    0.4900     -95.8979  0.3442 
   00082    0.4500     -91.9048  0.3021 
   00083    0.5900     -81.4818  0.3086 
   00084    0.5300     -70.3339  0.2549 
   00085    0.5900     -90.4502  0.2863 
   00086    0.4500     -68.7314  0.3058 
   00087    0.5300     -71.0490  0.2660 
   00088    0.6500     -88.8550  0.3052 
   00089    0.5400    -109.8559  0.3190 
   00090    0.4500     -99.8057  0.3344 
   00091    0.5100    -112.5872  0.2983 
   00092    0.4100     -98.3846  0.2775 
   00093    0.5900    -108.2012  0.3307 
   00094    0.3900     -91.0372  0.2944 
   00095    0.6300    -119.3811  0.3099 
   00096    0.5400    -111.9648  0.3494 
   00097    0.5600    -108.3627  0.3244 
   00098    0.4500     -88.9986  0.3035 
   00099    0.4900     -71.9579  0.2632 
   00100    0.5700     -74.0218  0.2963 
