#=====================================================
# File created:        Fri-08-Mar-2024-at-05-51-37PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        1.308358
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -84.1683  0.2710 
   00001    0.6900    -153.3504  0.3063 
   00002    0.6100    -161.5387  0.2659 
   00003    0.6100    -179.1676  0.3153 
   00004    0.4700    -184.0253  0.2830 
   00005    0.5200    -190.1475  0.2774 
   00006    0.5700    -194.4997  0.2938 
   00007    0.6000    -244.7783  0.3497 
   00008    0.5000    -241.5829  0.3208 
   00009    0.4500    -245.8321  0.3899 
   00010    0.5700    -230.1890  0.3803 
   00011    0.4900    -232.2491  0.4051 
   00012    0.5300    -203.8031  0.3778 
   00013    0.5300    -199.7679  0.3792 
   00014    0.5200    -198.3299  0.3751 
   00015    0.5000    -210.5974  0.4302 
   00016    0.5300    -204.8930  0.4008 
   00017    0.4400    -226.3017  0.4523 
   00018    0.5000    -239.0173  0.4242 
   00019    0.5800    -223.6548  0.5437 
   00020    0.4700    -213.5192  0.6076 
   00021    0.4100    -226.2290  0.5686 
   00022    0.5000    -247.2167  0.6258 
   00023    0.4400    -237.5044  0.6309 
   00024    0.5600    -232.5591  0.5961 
   00025    0.5100    -230.4643  0.5787 
   00026    0.4600    -236.8945  0.6087 
   00027    0.4900    -235.9093  0.5833 
   00028    0.4700    -244.7353  0.5928 
   00029    0.5300    -238.8968  0.5568 
   00030    0.4800    -244.3132  0.5667 
   00031    0.4700    -253.0432  0.6135 
   00032    0.5600    -231.7288  0.6158 
   00033    0.5600    -248.7294  0.6118 
   00034    0.5400    -255.6090  0.6388 
   00035    0.4800    -275.1344  0.6882 
   00036    0.5000    -277.2477  0.6812 
   00037    0.4800    -283.2382  0.6932 
   00038    0.4000    -270.0218  0.6725 
   00039    0.4800    -250.8431  0.6245 
   00040    0.4000    -257.2122  0.6147 
   00041    0.4600    -268.5851  0.6191 
   00042    0.4500    -281.9062  0.6342 
   00043    0.4100    -277.3836  0.6729 
   00044    0.5700    -252.5168  0.6036 
   00045    0.5800    -245.7881  0.5808 
   00046    0.4800    -246.9334  0.5438 
   00047    0.4100    -242.5968  0.5367 
   00048    0.4700    -246.0116  0.5691 
   00049    0.4000    -245.7883  0.5317 
   00050    0.4600    -220.9098  0.4693 
   00051    0.4900    -217.4109  0.5305 
   00052    0.6000    -215.3702  0.5769 
   00053    0.5000    -237.3161  0.6060 
   00054    0.4600    -249.2666  0.6364 
   00055    0.4200    -257.0576  0.6634 
   00056    0.5100    -227.1842  0.5924 
   00057    0.5300    -226.4540  0.6504 
   00058    0.4800    -224.1950  0.6057 
   00059    0.5000    -211.8850  0.5878 
   00060    0.4700    -220.3147  0.5635 
   00061    0.5400    -246.5464  0.5933 
   00062    0.4600    -232.3874  0.5571 
   00063    0.4400    -242.1267  0.5766 
   00064    0.4300    -240.0761  0.5622 
   00065    0.5700    -235.7463  0.5278 
   00066    0.5600    -236.1535  0.5540 
   00067    0.5700    -249.4015  0.6056 
   00068    0.4700    -229.5879  0.5416 
   00069    0.3800    -232.7829  0.5757 
   00070    0.5100    -240.3113  0.5355 
   00071    0.5300    -254.3563  0.5226 
   00072    0.3600    -234.2485  0.5194 
   00073    0.5300    -230.8162  0.4485 
   00074    0.5200    -243.0685  0.4715 
   00075    0.4600    -254.5640  0.5082 
   00076    0.4500    -259.7415  0.5422 
   00077    0.4800    -261.0566  0.6001 
   00078    0.5400    -280.0802  0.6324 
   00079    0.3700    -292.3351  0.6652 
   00080    0.4600    -277.0686  0.6581 
   00081    0.4100    -254.3515  0.6234 
   00082    0.4600    -239.5376  0.5986 
   00083    0.3700    -239.8896  0.5496 
   00084    0.5200    -254.3386  0.6156 
   00085    0.4400    -252.9921  0.5931 
   00086    0.5000    -255.3455  0.5911 
   00087    0.5400    -242.1649  0.5130 
   00088    0.4900    -240.1938  0.4396 
   00089    0.4100    -234.8713  0.4108 
   00090    0.4700    -225.0411  0.4364 
   00091    0.4400    -237.7151  0.4653 
   00092    0.5500    -222.5658  0.4270 
   00093    0.5800    -229.8289  0.3987 
   00094    0.5800    -230.3983  0.4071 
   00095    0.4800    -219.7562  0.3717 
   00096    0.5300    -235.7436  0.4521 
   00097    0.4900    -241.3691  0.4892 
   00098    0.5100    -221.5673  0.4948 
   00099    0.5800    -219.4330  0.4516 
   00100    0.4500    -218.1298  0.4593 
