#=====================================================
# File created:        Sat-09-Mar-2024-at-04-03-26PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        0.141999
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -107.3083  0.3243 
   00001    0.4700    -122.1329  0.3719 
   00002    0.4300     -99.0492  0.3627 
   00003    0.5800    -104.6027  0.3208 
   00004    0.4800     -97.4094  0.3762 
   00005    0.4100     -91.6026  0.4127 
   00006    0.5900     -68.1437  0.3400 
   00007    0.5900     -71.0875  0.3526 
   00008    0.5000     -78.6425  0.3228 
   00009    0.5600    -102.6024  0.3353 
   00010    0.5100     -91.7807  0.3400 
   00011    0.5200     -88.4793  0.3047 
   00012    0.6100    -107.2930  0.3197 
   00013    0.4300    -101.0138  0.2938 
   00014    0.5700     -92.7827  0.3018 
   00015    0.5200     -99.4674  0.3455 
   00016    0.4200     -85.6695  0.3103 
   00017    0.5300     -67.4237  0.2816 
   00018    0.4300     -71.9441  0.2919 
   00019    0.6600    -101.5826  0.3538 
   00020    0.3800    -111.2362  0.2862 
   00021    0.5700     -98.0561  0.2977 
   00022    0.5200     -71.8658  0.2841 
   00023    0.5600     -78.1266  0.2797 
   00024    0.4800     -97.9345  0.3072 
   00025    0.4800    -100.2285  0.2705 
   00026    0.3600    -106.8453  0.2701 
   00027    0.4500    -104.6453  0.2691 
   00028    0.5900    -116.9587  0.3648 
   00029    0.3500    -107.7047  0.2909 
   00030    0.4400    -104.7444  0.3369 
   00031    0.4100    -106.7694  0.3236 
   00032    0.5000     -97.6937  0.2927 
   00033    0.5600    -105.7522  0.2645 
   00034    0.5300    -101.8787  0.2671 
   00035    0.5100     -85.5619  0.2717 
   00036    0.5400     -89.3848  0.2758 
   00037    0.4700     -93.8914  0.2582 
   00038    0.5000    -109.7422  0.3069 
   00039    0.3700     -90.7248  0.3430 
   00040    0.4800     -84.7404  0.2970 
   00041    0.4200     -82.3576  0.2927 
   00042    0.5500     -75.3094  0.3518 
   00043    0.5800    -110.8977  0.3315 
   00044    0.4100     -91.2756  0.3473 
   00045    0.5000     -59.0163  0.2982 
   00046    0.7400     -81.4193  0.3043 
   00047    0.6400     -76.6773  0.2729 
   00048    0.5300     -94.4461  0.2839 
   00049    0.4700     -99.9005  0.2961 
   00050    0.4200     -89.2448  0.2909 
   00051    0.6400     -93.7340  0.2967 
   00052    0.5500    -112.5486  0.3433 
   00053    0.4900    -118.7598  0.3777 
   00054    0.4200    -128.6698  0.3820 
   00055    0.4000    -132.1733  0.3556 
   00056    0.3600    -124.0858  0.4034 
   00057    0.5300    -113.0696  0.3173 
   00058    0.4100     -95.6878  0.2775 
   00059    0.5700    -113.5158  0.2762 
   00060    0.3600     -94.9439  0.2717 
   00061    0.4500     -89.5448  0.3062 
   00062    0.5400     -90.6696  0.2769 
   00063    0.4400     -92.7510  0.2719 
   00064    0.5700     -87.2806  0.3346 
   00065    0.4900     -80.9602  0.3578 
   00066    0.5500     -90.6456  0.3566 
   00067    0.4700     -88.9195  0.3128 
   00068    0.5500     -90.8317  0.3242 
   00069    0.5800     -86.1571  0.3425 
   00070    0.5600    -105.5804  0.2658 
   00071    0.4300    -112.7933  0.3034 
   00072    0.4400    -104.1103  0.2764 
   00073    0.5300     -99.9010  0.3430 
   00074    0.5000     -81.0143  0.3227 
   00075    0.6400     -90.9416  0.2998 
   00076    0.6400    -135.9086  0.4274 
   00077    0.3400    -103.3318  0.3560 
   00078    0.5600    -110.8026  0.4217 
   00079    0.4900    -117.9010  0.4281 
   00080    0.4400    -109.8685  0.3640 
   00081    0.3800     -75.1259  0.3620 
   00082    0.5800     -81.4988  0.3820 
   00083    0.6000     -82.4145  0.3338 
   00084    0.5700    -111.4253  0.3393 
   00085    0.3800    -112.6211  0.3021 
   00086    0.5100    -117.9580  0.3042 
   00087    0.3900    -101.0337  0.3163 
   00088    0.5100    -108.6408  0.3199 
   00089    0.4200    -101.6103  0.2747 
   00090    0.4200     -83.9964  0.2652 
   00091    0.5900     -84.4845  0.3409 
   00092    0.4500     -84.5248  0.2705 
   00093    0.5200     -75.7886  0.3080 
   00094    0.5700     -59.0471  0.3845 
   00095    0.6000     -75.8065  0.3573 
   00096    0.5600    -126.7371  0.3664 
   00097    0.3800    -129.0872  0.4011 
   00098    0.4400    -117.0818  0.3705 
   00099    0.4700    -125.8508  0.4217 
   00100    0.5300    -100.7475  0.3669 
