#=====================================================
# File created:        Fri-08-Mar-2024-at-06-21-42PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        1.308188
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -74.9155  0.3398 
   00001    0.7100    -119.2515  0.2973 
   00002    0.6400    -149.1234  0.3433 
   00003    0.6500    -161.9404  0.3267 
   00004    0.6200    -177.6438  0.3530 
   00005    0.5700    -191.8360  0.3241 
   00006    0.5800    -196.5751  0.3976 
   00007    0.5300    -184.2308  0.3950 
   00008    0.6600    -194.2578  0.4079 
   00009    0.5400    -203.4756  0.4539 
   00010    0.4800    -208.7604  0.4197 
   00011    0.5400    -181.2555  0.4047 
   00012    0.5200    -182.3863  0.4297 
   00013    0.5600    -196.0060  0.4141 
   00014    0.4900    -201.4287  0.4204 
   00015    0.4400    -212.2621  0.4255 
   00016    0.5000    -219.0538  0.4953 
   00017    0.5100    -240.9349  0.5594 
   00018    0.4200    -238.3406  0.5515 
   00019    0.5700    -235.9578  0.5299 
   00020    0.5400    -226.6559  0.5225 
   00021    0.5500    -215.3977  0.5167 
   00022    0.4300    -232.9856  0.5443 
   00023    0.5200    -228.7586  0.5115 
   00024    0.5000    -219.9932  0.4714 
   00025    0.5800    -235.0953  0.4434 
   00026    0.6400    -223.5640  0.4342 
   00027    0.5600    -221.7125  0.4668 
   00028    0.5600    -208.6477  0.4228 
   00029    0.6000    -231.9055  0.4519 
   00030    0.4500    -231.8103  0.4216 
   00031    0.5100    -220.6635  0.4679 
   00032    0.5100    -215.2316  0.4927 
   00033    0.5000    -218.6217  0.4900 
   00034    0.4800    -245.0494  0.5314 
   00035    0.5000    -239.7659  0.5306 
   00036    0.4100    -229.7790  0.5503 
   00037    0.4500    -239.5647  0.5626 
   00038    0.4700    -245.4285  0.4827 
   00039    0.4900    -251.3896  0.5078 
   00040    0.5300    -236.0251  0.5046 
   00041    0.5000    -233.2954  0.4555 
   00042    0.5200    -237.4681  0.4061 
   00043    0.4800    -242.1673  0.5135 
   00044    0.3900    -244.5998  0.5077 
   00045    0.5100    -222.0043  0.4736 
   00046    0.5500    -218.2206  0.4722 
   00047    0.4900    -219.9479  0.5191 
   00048    0.6000    -233.5469  0.5246 
   00049    0.5100    -224.9763  0.5089 
   00050    0.5500    -235.8624  0.5610 
   00051    0.5100    -239.5269  0.6257 
   00052    0.4900    -255.8935  0.5992 
   00053    0.4400    -255.2964  0.6471 
   00054    0.5100    -260.1592  0.6801 
   00055    0.4400    -273.4951  0.7195 
   00056    0.3800    -293.4947  0.7553 
   00057    0.3800    -281.6161  0.7546 
   00058    0.4400    -286.0436  0.7844 
   00059    0.3900    -301.7615  0.8179 
   00060    0.4000    -295.4405  0.8074 
   00061    0.4300    -283.0265  0.7743 
   00062    0.4500    -303.6041  0.7968 
   00063    0.3100    -298.0804  0.7854 
   00064    0.4400    -297.7513  0.7531 
   00065    0.5000    -269.9468  0.7098 
   00066    0.4500    -269.3151  0.7082 
   00067    0.4100    -273.0034  0.7179 
   00068    0.3500    -278.2410  0.7234 
   00069    0.5500    -262.8427  0.7153 
   00070    0.4300    -260.2446  0.7097 
   00071    0.3700    -289.6843  0.7375 
   00072    0.3700    -289.0128  0.7668 
   00073    0.3900    -294.3418  0.7691 
   00074    0.5000    -280.5374  0.7654 
   00075    0.4300    -263.9061  0.7737 
   00076    0.4300    -272.2918  0.7911 
   00077    0.4100    -251.4746  0.7099 
   00078    0.5500    -269.0442  0.7365 
   00079    0.3900    -261.4563  0.7498 
   00080    0.3300    -278.6628  0.7691 
   00081    0.4100    -277.5269  0.7565 
   00082    0.4000    -260.3707  0.7027 
   00083    0.4900    -251.7913  0.6770 
   00084    0.5200    -232.8595  0.6538 
   00085    0.5300    -248.5500  0.6921 
   00086    0.5600    -223.0521  0.6098 
   00087    0.5100    -247.8225  0.6272 
   00088    0.5300    -222.4187  0.5934 
   00089    0.5000    -226.1367  0.5774 
   00090    0.4300    -233.5747  0.5872 
   00091    0.5000    -250.1127  0.5836 
   00092    0.5400    -247.7881  0.5757 
   00093    0.4400    -250.8567  0.6073 
   00094    0.5100    -245.5266  0.6257 
   00095    0.4400    -262.9892  0.6311 
   00096    0.4900    -255.8203  0.6052 
   00097    0.4000    -255.4231  0.6236 
   00098    0.4700    -255.4229  0.6670 
   00099    0.5100    -235.8250  0.6412 
   00100    0.5000    -219.2214  0.6230 
