#=====================================================
# File created:        Sun-10-Mar-2024-at-02-16-50PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        0.093998
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -111.9061  0.2689 
   00001    0.5200     -76.3814  0.3025 
   00002    0.5500     -97.2298  0.3059 
   00003    0.5700     -63.8827  0.3074 
   00004    0.5300     -75.7886  0.3242 
   00005    0.5700     -81.7361  0.3526 
   00006    0.4900     -65.4246  0.3172 
   00007    0.7600    -133.9945  0.3294 
   00008    0.3500    -114.0336  0.3700 
   00009    0.4600    -119.1470  0.3474 
   00010    0.4900    -117.5100  0.3466 
   00011    0.3800    -126.7165  0.3510 
   00012    0.4400    -112.6065  0.3100 
   00013    0.5600    -110.4034  0.2625 
   00014    0.4400    -110.9476  0.2579 
   00015    0.4800    -110.4671  0.2959 
   00016    0.3800    -104.6478  0.2546 
   00017    0.4400    -103.2037  0.2920 
   00018    0.5100    -108.9050  0.3133 
   00019    0.5600     -94.9597  0.2947 
   00020    0.6100    -116.4025  0.2735 
   00021    0.4100    -103.7934  0.3220 
   00022    0.5200    -111.9332  0.2803 
   00023    0.5200     -95.1244  0.2783 
   00024    0.4800     -98.9449  0.3143 
   00025    0.4900    -129.5420  0.3129 
   00026    0.4300    -122.8576  0.2777 
   00027    0.3800    -109.2507  0.3289 
   00028    0.3600    -143.8332  0.3915 
   00029    0.4800    -125.4524  0.3707 
   00030    0.3400    -110.6938  0.3687 
   00031    0.4700    -104.6598  0.3776 
   00032    0.4500    -112.9265  0.3214 
   00033    0.4200    -101.8323  0.3628 
   00034    0.4200     -90.3572  0.3260 
   00035    0.5500    -104.3226  0.3230 
   00036    0.4000    -133.7566  0.3064 
   00037    0.3900    -122.8860  0.3169 
   00038    0.5000    -120.2706  0.3200 
   00039    0.4100    -109.7959  0.3264 
   00040    0.5300    -133.3456  0.3788 
   00041    0.4600    -106.4947  0.3104 
   00042    0.4500    -116.3623  0.3786 
   00043    0.4600    -104.4035  0.3451 
   00044    0.5200    -105.1149  0.3562 
   00045    0.4400     -99.7113  0.2967 
   00046    0.4600    -102.7279  0.3436 
   00047    0.5600     -92.2923  0.3490 
   00048    0.4700    -105.0244  0.3387 
   00049    0.5000    -100.1558  0.3582 
   00050    0.4400     -87.8692  0.3348 
   00051    0.5900     -76.9454  0.3063 
   00052    0.4700    -102.1164  0.3020 
   00053    0.5900     -95.9676  0.3157 
   00054    0.4900    -115.6304  0.3781 
   00055    0.5800    -113.0982  0.2853 
   00056    0.5000    -124.9436  0.3447 
   00057    0.4700    -120.7965  0.3720 
   00058    0.5400    -136.6311  0.3610 
   00059    0.3900    -128.5917  0.3092 
   00060    0.4500    -105.8797  0.3718 
   00061    0.4700     -92.2168  0.2870 
   00062    0.4500     -98.4294  0.3275 
   00063    0.5100     -84.0392  0.3706 
   00064    0.6000     -92.9038  0.4096 
   00065    0.4600     -82.6537  0.3625 
   00066    0.5400     -89.7754  0.3514 
   00067    0.6200    -108.4688  0.3656 
   00068    0.5600    -113.4283  0.3866 
   00069    0.4500    -112.3614  0.3979 
   00070    0.5200     -88.9126  0.3456 
   00071    0.4100     -98.9411  0.3700 
   00072    0.5700     -93.3329  0.3609 
   00073    0.4300     -93.5632  0.3701 
   00074    0.5200     -95.0758  0.3042 
   00075    0.4700     -97.0048  0.3045 
   00076    0.5300    -116.4902  0.2712 
   00077    0.4100    -102.2554  0.3046 
   00078    0.5200    -116.1144  0.3561 
   00079    0.2600    -103.0726  0.3734 
   00080    0.4500     -94.6116  0.3231 
   00081    0.3100    -101.0569  0.2963 
   00082    0.4600     -91.3743  0.2714 
   00083    0.4800    -101.9585  0.2816 
   00084    0.5200    -112.8652  0.2786 
   00085    0.5100     -94.8313  0.2883 
   00086    0.6100    -104.2492  0.3194 
   00087    0.4300     -95.5984  0.3343 
   00088    0.6200    -109.0994  0.2578 
   00089    0.5500    -116.3111  0.3128 
   00090    0.4300    -112.3287  0.3283 
   00091    0.4000    -111.9612  0.3167 
   00092    0.5100    -107.5979  0.3175 
   00093    0.5400     -86.7955  0.2699 
   00094    0.4900     -83.5861  0.2932 
   00095    0.7100     -88.7179  0.2664 
   00096    0.4800    -112.1989  0.3054 
   00097    0.4500    -105.8110  0.3040 
   00098    0.4700     -88.1700  0.2918 
   00099    0.4200     -83.7076  0.2706 
   00100    0.4300     -94.1734  0.2607 
