#=====================================================
# File created:        Sat-09-Mar-2024-at-04-08-11PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 1.000
# Run time (s):        0.148999
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -128.8972  0.2850 
   00001    0.2700    -142.5674  0.3094 
   00002    0.3500    -129.9211  0.3242 
   00003    0.4500    -136.4472  0.3267 
   00004    0.4500    -117.1356  0.3105 
   00005    0.5100    -143.8363  0.3036 
   00006    0.2800    -122.6583  0.2841 
   00007    0.5800    -121.3700  0.2862 
   00008    0.4700    -119.3578  0.2558 
   00009    0.3900    -117.1753  0.2617 
   00010    0.4900    -124.3861  0.2970 
   00011    0.4000    -120.8366  0.2994 
   00012    0.4500    -102.6124  0.3051 
   00013    0.4300     -89.2266  0.2776 
   00014    0.5000     -78.2337  0.3179 
   00015    0.5300     -63.6050  0.2823 
   00016    0.6100    -104.5492  0.2768 
   00017    0.5700    -114.0499  0.3491 
   00018    0.4200    -105.7699  0.3223 
   00019    0.5300    -130.9145  0.3798 
   00020    0.4500    -126.0493  0.3847 
   00021    0.4500    -108.1863  0.3315 
   00022    0.4600    -123.3940  0.3665 
   00023    0.5400    -118.8393  0.3951 
   00024    0.5600    -130.3951  0.3590 
   00025    0.3000    -109.5609  0.3274 
   00026    0.4900    -101.7482  0.3051 
   00027    0.6000    -108.2311  0.3307 
   00028    0.4600     -96.8286  0.3485 
   00029    0.5100     -81.8212  0.3063 
   00030    0.5000    -105.2566  0.3125 
   00031    0.5400    -114.5130  0.3322 
   00032    0.5200    -109.0514  0.2895 
   00033    0.5500     -99.8196  0.2966 
   00034    0.5400     -99.8188  0.3036 
   00035    0.4400    -103.9076  0.3012 
   00036    0.4900    -117.9138  0.3308 
   00037    0.5100    -118.9685  0.3204 
   00038    0.5200    -111.3582  0.3416 
   00039    0.5100    -118.1702  0.3226 
   00040    0.5100    -118.6415  0.3027 
   00041    0.3500     -90.2521  0.2641 
   00042    0.4000     -81.2464  0.2621 
   00043    0.4100     -80.5499  0.2648 
   00044    0.5700     -80.7275  0.2891 
   00045    0.5800    -109.0251  0.3020 
   00046    0.4500     -90.9355  0.3399 
   00047    0.4600     -98.0285  0.2822 
   00048    0.5400     -91.0394  0.2670 
   00049    0.5400     -99.2578  0.2770 
   00050    0.4400    -106.3399  0.3134 
   00051    0.5300    -108.3832  0.3212 
   00052    0.3500     -98.0145  0.3490 
   00053    0.5300    -101.0845  0.4190 
   00054    0.4700     -89.9493  0.3634 
   00055    0.4800     -93.6809  0.3593 
   00056    0.4400     -93.7911  0.3034 
   00057    0.3700     -82.0307  0.3306 
   00058    0.4700     -72.9699  0.3088 
   00059    0.5900     -80.7550  0.2811 
   00060    0.5900     -70.6731  0.2542 
   00061    0.4700     -98.4115  0.3147 
   00062    0.4700     -93.3999  0.2774 
   00063    0.4000     -80.4312  0.2542 
   00064    0.4700     -88.5437  0.2740 
   00065    0.3600     -86.8519  0.2871 
   00066    0.4900     -97.4893  0.2899 
   00067    0.3600    -100.0161  0.2921 
   00068    0.4300     -87.3129  0.3322 
   00069    0.5900     -99.3721  0.3715 
   00070    0.5100    -108.6833  0.3111 
   00071    0.5900    -108.7390  0.3308 
   00072    0.4500    -100.0084  0.2928 
   00073    0.5900     -97.3124  0.2866 
   00074    0.4800    -102.0493  0.3198 
   00075    0.5300    -104.6277  0.2933 
   00076    0.3800     -78.9550  0.3067 
   00077    0.7300    -121.2551  0.3944 
   00078    0.3600    -118.8839  0.3846 
   00079    0.4300    -132.4851  0.4378 
   00080    0.3900    -120.0473  0.4067 
   00081    0.4900    -107.5953  0.3772 
   00082    0.4100    -106.8713  0.3575 
   00083    0.4600     -98.2816  0.3568 
   00084    0.4000     -83.0896  0.2592 
   00085    0.5400     -82.2552  0.2678 
   00086    0.5200    -100.1659  0.3220 
   00087    0.6700    -120.2083  0.3483 
   00088    0.4700     -97.8363  0.3053 
   00089    0.4500     -67.0822  0.3112 
   00090    0.5600     -70.3214  0.2704 
   00091    0.6300     -74.9822  0.2939 
   00092    0.5900     -85.8672  0.3163 
   00093    0.3800     -86.4156  0.2757 
   00094    0.4500     -96.5043  0.2761 
   00095    0.4700     -90.8526  0.3042 
   00096    0.6400    -113.5422  0.3326 
   00097    0.5300    -120.0905  0.3097 
   00098    0.5100    -115.2646  0.2655 
   00099    0.5200    -137.6315  0.3120 
   00100    0.4000    -126.0365  0.3079 
