#=====================================================
# File created:        Sat-09-Mar-2024-at-11-45-29PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.550
# Run time (s):        9.079013
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -425.8715  0.2959 
   00001    0.7000    -635.2935  0.3280 
   00002    0.5850    -753.7640  0.3079 
   00003    0.5700    -857.5283  0.3146 
   00004    0.5225    -940.5848  0.3312 
   00005    0.5675    -974.5188  0.3248 
   00006    0.4950   -1018.8504  0.3282 
   00007    0.5025   -1041.9730  0.3477 
   00008    0.4575   -1072.5194  0.3678 
   00009    0.4450   -1099.9491  0.3529 
   00010    0.4825   -1114.7092  0.3797 
   00011    0.4525   -1128.4299  0.3750 
   00012    0.4750   -1119.0353  0.3743 
   00013    0.4775   -1128.4236  0.3656 
   00014    0.4350   -1145.3348  0.3668 
   00015    0.4925   -1161.1892  0.3749 
   00016    0.4625   -1178.8473  0.3816 
   00017    0.4375   -1184.6039  0.3839 
   00018    0.4375   -1185.9226  0.3949 
   00019    0.4650   -1198.6573  0.3898 
   00020    0.4125   -1198.5193  0.4040 
   00021    0.4275   -1216.3814  0.4066 
   00022    0.4900   -1216.9988  0.4055 
   00023    0.4250   -1223.8180  0.4139 
   00024    0.4550   -1235.5525  0.4147 
   00025    0.4625   -1226.8279  0.4286 
   00026    0.4400   -1216.4938  0.4209 
   00027    0.4700   -1231.8057  0.4142 
   00028    0.4450   -1246.2820  0.4434 
   00029    0.4300   -1237.1531  0.4371 
   00030    0.3825   -1229.9898  0.4217 
   00031    0.4050   -1216.5744  0.4175 
   00032    0.4650   -1242.2822  0.4243 
   00033    0.4775   -1253.7711  0.4386 
   00034    0.4250   -1255.2792  0.4322 
   00035    0.4475   -1260.0582  0.4407 
   00036    0.4075   -1255.0795  0.4440 
   00037    0.4225   -1257.2753  0.4534 
   00038    0.4100   -1279.0899  0.4560 
   00039    0.4100   -1266.9889  0.4519 
   00040    0.3900   -1260.8716  0.4421 
   00041    0.4350   -1273.1556  0.4330 
   00042    0.4150   -1259.7236  0.4531 
   00043    0.4350   -1264.0884  0.4530 
