#=====================================================
# File created:        Fri-08-Mar-2024-at-06-19-11PM
# Size of lattice:     10x10
# Number of MC steps:  100
# Reduced temperature: 0.200
# Run time (s):        1.217946
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000     -90.4680  0.3182 
   00001    0.7100    -146.6828  0.3372 
   00002    0.6200    -169.8997  0.3372 
   00003    0.6700    -199.2861  0.3482 
   00004    0.6900    -222.7354  0.3673 
   00005    0.6900    -241.1001  0.3805 
   00006    0.5100    -257.2100  0.3794 
   00007    0.5100    -267.4802  0.3954 
   00008    0.5000    -272.4526  0.3968 
   00009    0.5900    -280.7875  0.4023 
   00010    0.5600    -290.3000  0.4308 
   00011    0.5700    -294.2551  0.4439 
   00012    0.5500    -298.5553  0.4580 
   00013    0.5200    -301.9252  0.4582 
   00014    0.6000    -309.4968  0.4865 
   00015    0.5100    -312.1704  0.5023 
   00016    0.5300    -320.2775  0.5002 
   00017    0.5100    -327.2783  0.5120 
   00018    0.5000    -327.1748  0.5478 
   00019    0.4900    -329.5003  0.5663 
   00020    0.5100    -333.6148  0.5800 
   00021    0.4900    -338.4473  0.5783 
   00022    0.4500    -344.5758  0.5940 
   00023    0.4200    -343.2590  0.6039 
   00024    0.4400    -344.7114  0.6113 
   00025    0.5500    -343.4856  0.6204 
   00026    0.5300    -345.0801  0.6197 
   00027    0.4300    -345.8555  0.6326 
   00028    0.5700    -346.9184  0.6534 
   00029    0.5000    -345.1187  0.6622 
   00030    0.4400    -348.3978  0.6557 
   00031    0.4800    -347.2846  0.6402 
   00032    0.5100    -349.4523  0.6518 
   00033    0.5000    -348.6336  0.6582 
   00034    0.4200    -348.8064  0.6539 
   00035    0.5400    -346.8871  0.6608 
   00036    0.4300    -346.2613  0.6579 
   00037    0.5400    -350.4502  0.6638 
   00038    0.4800    -351.7525  0.6802 
   00039    0.4800    -352.2843  0.6974 
   00040    0.4000    -351.6621  0.7116 
   00041    0.6200    -351.0407  0.7098 
   00042    0.6400    -348.2271  0.6905 
   00043    0.4400    -349.5050  0.6922 
   00044    0.4900    -348.1972  0.7188 
   00045    0.5100    -346.2773  0.7329 
   00046    0.4700    -350.5754  0.7594 
   00047    0.5100    -350.6800  0.7418 
   00048    0.5100    -349.4928  0.7412 
   00049    0.4500    -348.9338  0.7416 
   00050    0.5800    -346.7325  0.7569 
   00051    0.4400    -352.6626  0.7788 
   00052    0.4900    -355.1632  0.7786 
   00053    0.5100    -356.1624  0.7782 
   00054    0.4700    -358.6373  0.8027 
   00055    0.5000    -354.4796  0.7816 
   00056    0.4700    -358.4445  0.7929 
   00057    0.4200    -358.8521  0.8001 
   00058    0.4700    -364.8533  0.8194 
   00059    0.4400    -364.0611  0.8258 
   00060    0.5200    -362.9741  0.8322 
   00061    0.4300    -365.1835  0.8385 
   00062    0.5200    -368.5205  0.8551 
   00063    0.4200    -370.7855  0.8659 
   00064    0.6100    -365.8313  0.8705 
   00065    0.4900    -365.7541  0.8798 
   00066    0.4800    -366.2221  0.8829 
   00067    0.5100    -365.8071  0.8900 
   00068    0.5000    -370.0315  0.9049 
   00069    0.4700    -377.8480  0.9250 
   00070    0.4500    -374.9157  0.9215 
   00071    0.5300    -373.8041  0.9232 
   00072    0.4500    -376.0213  0.9258 
   00073    0.5500    -375.0779  0.9239 
   00074    0.4400    -376.6785  0.9299 
   00075    0.5800    -376.7150  0.9319 
   00076    0.3900    -378.5923  0.9342 
   00077    0.5100    -379.0130  0.9318 
   00078    0.4900    -379.0135  0.9351 
   00079    0.6100    -375.9186  0.9364 
   00080    0.4300    -376.6046  0.9428 
   00081    0.5500    -376.2694  0.9419 
   00082    0.5100    -376.5295  0.9447 
   00083    0.4200    -375.5721  0.9441 
   00084    0.4500    -373.4046  0.9402 
   00085    0.4700    -377.2602  0.9441 
   00086    0.5700    -378.0076  0.9469 
   00087    0.5200    -375.4523  0.9446 
   00088    0.4400    -377.8445  0.9507 
   00089    0.5300    -377.0785  0.9473 
   00090    0.4600    -378.0832  0.9547 
   00091    0.4500    -379.7851  0.9583 
   00092    0.4400    -379.4252  0.9591 
   00093    0.4900    -379.6921  0.9586 
   00094    0.4000    -379.7619  0.9602 
   00095    0.5200    -384.3073  0.9647 
   00096    0.4000    -380.6504  0.9611 
   00097    0.4000    -382.7758  0.9590 
   00098    0.5300    -381.6249  0.9541 
   00099    0.4900    -378.8804  0.9408 
   00100    0.5700    -378.8292  0.9470 
