#=====================================================
# File created:        Sat-09-Mar-2024-at-11-48-01PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.350
# Run time (s):        9.552061
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -373.0468  0.2561 
   00001    0.7700    -555.3519  0.2936 
   00002    0.6500    -682.3623  0.3171 
   00003    0.6450    -724.5895  0.3288 
   00004    0.5900    -752.0601  0.3526 
   00005    0.6100    -746.6900  0.3442 
   00006    0.6300    -750.0349  0.3521 
   00007    0.6425    -721.9603  0.3560 
   00008    0.6325    -777.9235  0.3547 
   00009    0.5875    -805.7178  0.3730 
   00010    0.5600    -794.2727  0.3583 
   00011    0.6350    -795.5828  0.3586 
   00012    0.5625    -834.4784  0.3646 
   00013    0.5625    -822.8150  0.3732 
   00014    0.5400    -813.0705  0.4077 
   00015    0.5650    -795.2953  0.3974 
   00016    0.5675    -820.2844  0.3467 
   00017    0.6000    -824.9483  0.3990 
   00018    0.6050    -841.1522  0.3765 
   00019    0.5750    -826.4262  0.3570 
   00020    0.5350    -817.6950  0.3646 
   00021    0.5550    -814.3234  0.3894 
   00022    0.5550    -828.5935  0.3897 
   00023    0.5525    -809.0037  0.3836 
   00024    0.5725    -759.9375  0.4058 
   00025    0.5850    -787.6799  0.3369 
   00026    0.6050    -844.4245  0.3665 
   00027    0.5700    -791.7259  0.3413 
   00028    0.5775    -829.1844  0.3651 
   00029    0.5750    -850.6066  0.3420 
   00030    0.5700    -834.0063  0.3293 
   00031    0.5500    -792.0048  0.3052 
   00032    0.5525    -794.6799  0.2915 
   00033    0.5175    -805.8535  0.3196 
   00034    0.5725    -799.6909  0.2979 
   00035    0.6375    -783.5708  0.3052 
   00036    0.5725    -765.9234  0.3212 
   00037    0.6025    -770.0044  0.3280 
   00038    0.5925    -819.5438  0.3085 
   00039    0.6250    -805.5727  0.3447 
   00040    0.6475    -789.6986  0.2914 
   00041    0.5850    -793.4650  0.3087 
   00042    0.6025    -752.3389  0.3294 
   00043    0.6350    -725.3399  0.3382 
   00044    0.6200    -744.3396  0.3369 
   00045    0.6350    -767.3375  0.3283 
   00046    0.6200    -783.2002  0.3200 
   00047    0.5700    -787.4343  0.3356 
   00048    0.6600    -720.9533  0.3086 
   00049    0.6425    -762.3342  0.2902 
   00050    0.6100    -733.7020  0.2931 
   00051    0.6250    -740.6607  0.2718 
   00052    0.6600    -738.1123  0.2984 
   00053    0.6575    -780.4660  0.2964 
   00054    0.6550    -758.8298  0.3331 
   00055    0.5725    -753.2528  0.3717 
   00056    0.6150    -710.3290  0.3134 
   00057    0.5925    -716.8737  0.2827 
   00058    0.6575    -760.7234  0.2674 
