#=====================================================
# File created:        Sat-09-Mar-2024-at-11-47-04PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 1.050
# Run time (s):        9.711982
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -374.3725  0.2815 
   00001    0.6675    -608.7454  0.2588 
   00002    0.6475    -684.3426  0.3159 
   00003    0.5825    -750.3639  0.3031 
   00004    0.5650    -748.7722  0.3188 
   00005    0.5725    -770.9391  0.3499 
   00006    0.5750    -848.9133  0.3205 
   00007    0.5225    -833.8121  0.3503 
   00008    0.5325    -888.5066  0.3117 
   00009    0.5625    -873.2696  0.2983 
   00010    0.5475    -861.5013  0.3555 
   00011    0.5050    -836.9399  0.3642 
   00012    0.5725    -873.8553  0.3542 
   00013    0.5900    -863.6453  0.3600 
   00014    0.5000    -853.3497  0.3273 
   00015    0.4925    -870.2366  0.3307 
   00016    0.4800    -892.9736  0.3163 
   00017    0.5350    -884.9162  0.3448 
   00018    0.4575    -900.6943  0.3482 
   00019    0.5050    -904.4893  0.3763 
   00020    0.5650    -893.0678  0.3603 
   00021    0.4650    -904.0080  0.3399 
   00022    0.5375    -874.0906  0.3376 
   00023    0.5375    -882.2043  0.3009 
   00024    0.5600    -899.1130  0.2677 
   00025    0.5125    -943.5173  0.2733 
   00026    0.5225    -910.5046  0.2808 
   00027    0.4925    -934.1364  0.2765 
   00028    0.4875    -919.5398  0.2584 
   00029    0.5000    -897.5364  0.2956 
   00030    0.5000    -879.0235  0.3157 
   00031    0.5025    -889.0144  0.3273 
   00032    0.5150    -910.3586  0.3502 
   00033    0.5700    -858.6209  0.3762 
   00034    0.5400    -876.3260  0.3610 
   00035    0.5700    -870.6022  0.3678 
   00036    0.5350    -893.3399  0.3994 
   00037    0.5350    -889.4727  0.3909 
   00038    0.5250    -885.3400  0.3498 
   00039    0.4900    -911.6803  0.3850 
   00040    0.5075    -941.7445  0.4021 
   00041    0.4825    -940.9378  0.4429 
   00042    0.5125    -957.8861  0.4487 
   00043    0.5425    -942.3723  0.4133 
   00044    0.5350    -899.9752  0.4188 
   00045    0.5150    -904.9001  0.4312 
   00046    0.4625    -932.1972  0.4287 
   00047    0.4900    -931.6350  0.4385 
   00048    0.5125    -935.4278  0.4242 
   00049    0.4775    -948.0594  0.4576 
   00050    0.4775    -925.7816  0.4333 
   00051    0.5225    -895.0543  0.4503 
   00052    0.5050    -924.8559  0.4450 
   00053    0.5175    -919.3756  0.4351 
   00054    0.4800    -954.4421  0.4479 
   00055    0.5450    -900.5853  0.4372 
   00056    0.5100    -899.8522  0.4247 
   00057    0.5575    -879.7555  0.4045 
   00058    0.5300    -901.5787  0.4068 
   00059    0.5275    -888.9259  0.3759 
   00060    0.4625    -952.8881  0.3732 
   00061    0.4825    -927.0408  0.3688 
   00062    0.4925    -918.6994  0.3556 
   00063    0.5225    -908.5282  0.3780 
   00064    0.4825    -902.2691  0.3642 
   00065    0.4925    -872.8741  0.3632 
   00066    0.5600    -904.2511  0.3715 
   00067    0.4625    -953.6474  0.3712 
   00068    0.5050    -932.1602  0.3691 
   00069    0.5075    -906.1436  0.3780 
   00070    0.4950    -882.0292  0.3523 
   00071    0.5700    -901.3994  0.3296 
   00072    0.4925    -917.7796  0.3337 
   00073    0.5225    -952.9200  0.3621 
   00074    0.4875    -956.5249  0.4031 
   00075    0.5125    -944.8361  0.3847 
   00076    0.5025    -912.9731  0.3456 
   00077    0.4975    -901.1799  0.3691 
   00078    0.4700    -903.7269  0.3509 
   00079    0.4725    -904.2887  0.3620 
   00080    0.4750    -941.7980  0.3514 
   00081    0.5075    -940.3677  0.3577 
   00082    0.5200    -944.3017  0.4098 
   00083    0.5075    -911.1201  0.3950 
   00084    0.5225    -898.2621  0.4019 
   00085    0.5550    -921.9800  0.4359 
   00086    0.4675    -924.5500  0.4316 
   00087    0.4825    -913.7722  0.4359 
   00088    0.4975    -852.6415  0.4228 
   00089    0.5375    -913.0751  0.4293 
   00090    0.5300    -921.4559  0.4051 
   00091    0.4950    -916.0443  0.3972 
   00092    0.4800    -934.9972  0.3891 
   00093    0.4825    -945.3961  0.4160 
   00094    0.4675    -947.3553  0.4185 
   00095    0.5050    -961.9998  0.4031 
   00096    0.5575    -922.4834  0.4222 
   00097    0.4750    -938.6753  0.4275 
   00098    0.4975    -957.5511  0.4276 
   00099    0.4975    -963.1279  0.4172 
   00100    0.4925    -981.2565  0.4187 
   00101    0.4825    -981.9811  0.4245 
   00102    0.4800    -982.9258  0.4203 
   00103    0.4525    -976.8322  0.4351 
   00104    0.4975    -948.8710  0.4331 
   00105    0.4800    -938.6954  0.4478 
   00106    0.5200    -882.7587  0.4060 
   00107    0.5600    -900.9549  0.4322 
   00108    0.4900    -913.2630  0.4010 
   00109    0.5300    -895.0047  0.3798 
   00110    0.5325    -886.5836  0.3766 
   00111    0.5000    -894.6058  0.3837 
   00112    0.5200    -911.3581  0.3786 
   00113    0.5650    -881.0354  0.3763 
   00114    0.4950    -912.2815  0.3874 
   00115    0.5325    -882.1413  0.3832 
   00116    0.5525    -916.2759  0.3654 
   00117    0.4650    -938.6554  0.3635 
   00118    0.4750    -924.1132  0.3669 
   00119    0.5375    -942.6261  0.3816 
   00120    0.4625    -942.3689  0.3995 
   00121    0.4550    -959.0883  0.3906 
   00122    0.5375    -972.2020  0.4108 
   00123    0.5125    -995.5537  0.4121 
   00124    0.4500   -1001.1072  0.4077 
   00125    0.4975   -1002.0609  0.4434 
   00126    0.5025    -954.7090  0.4054 
   00127    0.4400    -946.2861  0.4302 
   00128    0.4400    -962.7919  0.4274 
   00129    0.5075    -910.2374  0.4205 
   00130    0.5250    -914.5058  0.4252 
   00131    0.5475    -918.5177  0.4118 
   00132    0.5200    -939.2857  0.4082 
   00133    0.5050    -949.5741  0.4225 
   00134    0.4900    -961.1490  0.4196 
   00135    0.4825    -952.1998  0.4372 
   00136    0.4650    -966.5676  0.4220 
   00137    0.4975    -952.0387  0.4146 
   00138    0.5325    -944.5183  0.3966 
   00139    0.4950    -929.2059  0.4091 
   00140    0.5125    -902.2284  0.3831 
   00141    0.5250    -891.4309  0.3490 
   00142    0.5225    -890.7655  0.3871 
   00143    0.5175    -922.1596  0.4005 
   00144    0.5250    -934.4217  0.3993 
   00145    0.4450    -912.5670  0.3725 
   00146    0.4800    -934.4247  0.3803 
   00147    0.4975    -906.9133  0.4180 
   00148    0.5725    -881.4258  0.4226 
   00149    0.4975    -920.6604  0.4042 
   00150    0.5600    -835.3731  0.3957 
   00151    0.5875    -825.5158  0.4222 
   00152    0.5550    -846.8873  0.4383 
   00153    0.5400    -853.6855  0.4351 
   00154    0.5425    -873.1295  0.4247 
   00155    0.4750    -890.4678  0.3889 
   00156    0.5300    -849.1399  0.4009 
   00157    0.5675    -875.2689  0.3796 
   00158    0.5175    -873.0828  0.4030 
   00159    0.5725    -830.2896  0.4449 
   00160    0.5100    -876.2580  0.4623 
   00161    0.5250    -924.2980  0.4805 
   00162    0.4700    -890.2625  0.4607 
   00163    0.5450    -875.8327  0.4600 
