#=====================================================
# File created:        Sat-09-Mar-2024-at-11-44-33PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.250
# Run time (s):        9.259000
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -400.0290  0.2661 
   00001    0.6775    -523.5187  0.2884 
   00002    0.6525    -647.9913  0.2763 
   00003    0.6575    -729.8722  0.2995 
   00004    0.5825    -784.5818  0.3033 
   00005    0.6225    -868.1557  0.3200 
   00006    0.5575    -933.4013  0.3198 
   00007    0.5875    -977.7247  0.3288 
   00008    0.5375   -1029.2456  0.3143 
   00009    0.5225   -1081.3263  0.3251 
   00010    0.5425   -1106.0963  0.3297 
   00011    0.5250   -1140.1137  0.3305 
   00012    0.5300   -1165.6061  0.3531 
   00013    0.5450   -1184.3424  0.3730 
   00014    0.5125   -1196.4418  0.3770 
   00015    0.4800   -1209.4357  0.3865 
   00016    0.4650   -1221.4350  0.3983 
   00017    0.5225   -1238.5014  0.4098 
   00018    0.5025   -1255.5449  0.4196 
   00019    0.5250   -1256.0176  0.4293 
   00020    0.5175   -1275.5482  0.4317 
   00021    0.5075   -1286.3229  0.4481 
   00022    0.4875   -1296.7106  0.4521 
   00023    0.4925   -1296.5410  0.4582 
   00024    0.4800   -1304.0927  0.4725 
   00025    0.4950   -1309.1799  0.4717 
   00026    0.4375   -1303.5694  0.4730 
   00027    0.4950   -1302.7341  0.4828 
   00028    0.4900   -1313.1019  0.4811 
   00029    0.5175   -1322.8135  0.4801 
   00030    0.5175   -1329.7306  0.4899 
   00031    0.4950   -1330.7700  0.5020 
   00032    0.5100   -1339.3702  0.5091 
   00033    0.4350   -1348.9153  0.5094 
   00034    0.5125   -1357.0468  0.5111 
   00035    0.4800   -1352.5059  0.5078 
   00036    0.4325   -1358.3451  0.5124 
   00037    0.5050   -1370.0412  0.5101 
   00038    0.4975   -1379.5190  0.5087 
   00039    0.4950   -1377.7307  0.5132 
   00040    0.4875   -1370.3104  0.5112 
   00041    0.4575   -1376.0461  0.5097 
   00042    0.4425   -1390.6813  0.5137 
   00043    0.4925   -1392.0129  0.5186 
   00044    0.4325   -1397.4769  0.5233 
   00045    0.5150   -1396.0585  0.5294 
   00046    0.4925   -1397.4363  0.5287 
   00047    0.4525   -1395.0149  0.5374 
   00048    0.4375   -1403.4333  0.5419 
   00049    0.4700   -1411.9001  0.5486 
   00050    0.4825   -1410.2759  0.5482 
   00051    0.4925   -1413.2187  0.5622 
   00052    0.4825   -1420.5299  0.5766 
   00053    0.4500   -1417.6737  0.5696 
   00054    0.4525   -1405.1975  0.5852 
   00055    0.4750   -1407.5292  0.5911 
   00056    0.4800   -1421.0485  0.5914 
   00057    0.4350   -1423.2838  0.6022 
   00058    0.4425   -1426.5849  0.6145 
   00059    0.4500   -1424.5884  0.6047 
   00060    0.4650   -1417.3865  0.5988 
   00061    0.4475   -1414.4375  0.5916 
   00062    0.4825   -1423.7347  0.5800 
   00063    0.4950   -1422.0478  0.5803 
