#=====================================================
# File created:        Sat-09-Mar-2024-at-11-46-07PM
# Size of lattice:     20x20
# Number of MC steps:  1000
# Reduced temperature: 0.750
# Run time (s):        9.514931
#=====================================================
# MC step:  Ratio:     Energy:   Order:
#=====================================================
   00000    0.5000    -426.3107  0.2988 
   00001    0.6600    -625.2020  0.3526 
   00002    0.6225    -719.6906  0.3941 
   00003    0.5925    -794.6592  0.4043 
   00004    0.5600    -842.4512  0.4447 
   00005    0.5225    -881.0595  0.4526 
   00006    0.5175    -901.1694  0.4612 
   00007    0.5625    -922.4900  0.4599 
   00008    0.4375    -978.4452  0.4717 
   00009    0.4875    -999.4882  0.4746 
   00010    0.4850   -1020.5055  0.4887 
   00011    0.4800   -1058.8002  0.4951 
   00012    0.3925   -1096.3910  0.5116 
   00013    0.4625   -1069.6844  0.4874 
   00014    0.4800   -1082.0108  0.5089 
   00015    0.3900   -1099.5400  0.5237 
   00016    0.4275   -1108.8126  0.5483 
   00017    0.4675   -1100.3498  0.5722 
   00018    0.4725   -1081.2390  0.5725 
   00019    0.4650   -1076.2965  0.5813 
   00020    0.4425   -1093.5939  0.5979 
   00021    0.4350   -1084.4982  0.6203 
   00022    0.4625   -1126.3779  0.6342 
   00023    0.4050   -1124.9881  0.6205 
   00024    0.4100   -1155.1344  0.6073 
   00025    0.4350   -1176.2473  0.6004 
   00026    0.4125   -1173.2807  0.5953 
   00027    0.3650   -1170.2469  0.5958 
   00028    0.4275   -1183.5197  0.5988 
   00029    0.4500   -1146.3553  0.5967 
   00030    0.4450   -1155.6026  0.6243 
   00031    0.4325   -1160.2931  0.6211 
   00032    0.4300   -1159.8500  0.6034 
   00033    0.4125   -1151.1633  0.5987 
   00034    0.3925   -1171.4669  0.5951 
   00035    0.4000   -1157.1723  0.6336 
   00036    0.4025   -1161.3637  0.6443 
   00037    0.4100   -1153.4331  0.6487 
   00038    0.4300   -1193.4377  0.6582 
   00039    0.4525   -1169.6136  0.6734 
   00040    0.4375   -1180.4408  0.6813 
   00041    0.4375   -1186.6436  0.6950 
   00042    0.3775   -1198.6150  0.7021 
   00043    0.4100   -1226.0068  0.7173 
   00044    0.4075   -1196.2237  0.7190 
   00045    0.3600   -1190.0067  0.7270 
   00046    0.4125   -1205.3625  0.7261 
   00047    0.4175   -1201.5363  0.7074 
   00048    0.4300   -1187.7418  0.7044 
   00049    0.3625   -1186.7022  0.6840 
   00050    0.4425   -1184.5979  0.6838 
   00051    0.4450   -1188.9536  0.6723 
   00052    0.4425   -1169.9189  0.6671 
   00053    0.3850   -1197.9805  0.6785 
   00054    0.3825   -1204.3881  0.6869 
   00055    0.4100   -1191.3712  0.6810 
   00056    0.3975   -1161.4170  0.6772 
   00057    0.4600   -1168.1208  0.6754 
   00058    0.3975   -1190.0793  0.6678 
   00059    0.4450   -1189.7904  0.6796 
   00060    0.3475   -1203.6598  0.6846 
   00061    0.4200   -1202.5219  0.7064 
   00062    0.3700   -1210.1458  0.7163 
   00063    0.3925   -1219.7709  0.7119 
   00064    0.3900   -1206.7045  0.7022 
   00065    0.4200   -1208.4056  0.6986 
   00066    0.4450   -1212.1060  0.6922 
   00067    0.4325   -1184.8461  0.6596 
   00068    0.4025   -1152.0213  0.6529 
   00069    0.4400   -1149.4433  0.6627 
   00070    0.4200   -1169.5020  0.6820 
   00071    0.4075   -1185.5118  0.6935 
   00072    0.4525   -1202.0035  0.7020 
   00073    0.4375   -1184.9627  0.6903 
